invocation_index,latency_s,status,launch_time,start_time,end_time
113,3008.830029983073,200,3474471.669992494,3474471.670066987,3474474.678897017
114,3072.558768093586,200,3474471.672896267,3474471.672935479,3474474.745494247
115,2884.3453279696405,200,3474471.673893103,3474471.673964802,3474474.55831013
116,3023.1128577142954,200,3474471.676241014,3474471.676279024,3474474.699391882
117,2966.817944310605,200,3474471.679011422,3474471.679062259,3474474.645880203
118,2898.174074012786,200,3474471.680575558,3474471.680644522,3474474.578818596
119,3056.5739893354475,200,3474471.682891542,3474471.682927671,3474474.73950166
120,3063.442903105169,200,3474471.68441907,3474471.684486502,3474474.747929405
121,3020.767820067704,200,3474471.685904857,3474471.685973488,3474474.706741308
122,2988.880597986281,200,3474471.688870268,3474471.688906083,3474474.677786681
123,2961.270160973072,200,3474471.690425645,3474471.690494483,3474474.651764644
124,2996.0959972813725,200,3474471.691901987,3474471.691970404,3474474.688066401
125,3045.256564859301,200,3474471.694619818,3474471.694657112,3474474.739913677
126,3017.8082762286067,200,3474471.695909417,3474471.695981152,3474474.713789428
127,2908.986702095717,200,3474471.69868297,3474471.69871952,3474474.607706222
128,2949.514948297292,200,3474471.700258694,3474471.700324644,3474474.649839592
129,2928.56309004128,200,3474471.701887275,3474471.701916207,3474474.630479297
130,3000.8250307291746,200,3474471.704295869,3474471.704335165,3474474.705160196
131,2973.484647925943,200,3474471.705963061,3474471.70599578,3474474.679480428
132,2867.231566924602,200,3474471.7084083,3474471.708447472,3474474.575679039
133,3004.289072006941,200,3474471.710079235,3474471.710150886,3474474.714439958
134,2863.57016582042,200,3474471.712896517,3474471.712925151,3474474.576495317
135,2968.8727939501405,200,3474471.714403112,3474471.714482412,3474474.683355206
136,2881.4026950858533,200,3474471.715904033,3474471.715974393,3474474.597377088
137,2922.8132111020386,200,3474471.718641964,3474471.718669727,3474474.641482938
138,2976.991971954704,200,3474471.719998938,3474471.720102549,3474474.697094521
139,2917.8516631945968,200,3474471.722742854,3474471.722781017,3474474.64063268
140,2964.5873960107565,200,3474471.72412048,3474471.724149537,3474474.688736933
141,2883.094560354948,200,3474471.726538554,3474471.726576646,3474474.609671206
142,2908.0325555987656,200,3474471.728132418,3474471.728207086,3474474.636239642
143,2959.412097930908,200,3474471.729868613,3474471.729895813,3474474.689307911
144,2954.4174121692777,200,3474471.732320966,3474471.732358756,3474474.686776168
145,2974.1166359744966,200,3474471.733857418,3474471.733917131,3474474.708033767
146,2940.1314980350435,200,3474471.736532419,3474471.736573712,3474474.67670521
147,2949.28707415238,200,3474471.737919103,3474471.737986806,3474474.68727388
148,2829.7934839501977,200,3474471.740643148,3474471.740688328,3474474.570481812
149,2902.205504011363,200,3474471.7422451,3474471.742308516,3474474.64451402
150,2795.9626661613584,200,3474471.744608028,3474471.744643036,3474474.540605702
151,2966.097623575479,200,3474471.745987632,3474471.74605836,3474474.712155984
152,2829.9584263004363,200,3474471.748788712,3474471.748821912,3474474.578780338
153,2954.575785901397,200,3474471.750232384,3474471.750281081,3474474.704856867
154,2859.977216925472,200,3474471.752475213,3474471.752509247,3474474.612486464
155,2959.815017879009,200,3474471.753866519,3474471.753940289,3474474.713755307
156,2946.9047230668366,200,3474471.756678692,3474471.756706744,3474474.703611467
157,2943.1129191070795,200,3474471.758020443,3474471.758049232,3474474.701162151
158,2836.6382182575758,200,3474471.76003279,3474471.760058268,3474474.596696486
159,2975.009408313781,200,3474471.762636872,3474471.762672458,3474474.737681866
160,2877.5952998548746,200,3474471.765064392,3474471.765098472,3474474.642693772
161,2946.334707085043,200,3474471.766448331,3474471.766504743,3474474.71283945
162,2876.376051455736,200,3474471.768852538,3474471.768886714,3474474.645262765
163,2824.676829390228,200,3474471.769965062,3474471.770029288,3474474.594706117
164,2967.8103919140995,200,3474471.772140414,3474471.772174409,3474474.739984801
165,2836.8324800394475,200,3474471.774616057,3474471.77465164,3474474.61148412
166,2969.800310209393,200,3474471.776297286,3474471.776365805,3474474.746166115
167,2906.686319038272,200,3474471.777968668,3474471.777994945,3474474.684681264
168,2849.010700825602,200,3474471.780374064,3474471.780419593,3474474.629430294
169,2868.0985840037465,200,3474471.781898196,3474471.781923526,3474474.65002211
170,2928.1332469545305,200,3474471.784913082,3474471.784950543,3474474.71308379
171,2950.494656804949,200,3474471.786342534,3474471.786392629,3474474.736887286
172,2918.509907089174,200,3474471.788565754,3474471.788594046,3474474.707103953
173,2882.0008346810937,200,3474471.789895528,3474471.789968367,3474474.671969202
174,2840.7615958712995,200,3474471.792676403,3474471.792714228,3474474.633475824
175,2889.110859017819,200,3474471.794138612,3474471.794201038,3474474.683311897
176,2894.343933090568,200,3474471.795891449,3474471.795953616,3474474.690297549
177,2849.595374893397,200,3474471.798629505,3474471.79866301,3474474.648258385
178,2879.060313105583,200,3474471.800133803,3474471.800194465,3474474.679254778
179,2932.936334051192,200,3474471.802888393,3474471.802922896,3474474.73585923
180,2789.475867059082,200,3474471.804304743,3474471.80437608,3474474.593851947
181,2822.822148911655,200,3474471.805956583,3474471.8059807,3474474.628802849
182,2937.283373903483,200,3474471.808555202,3474471.808588872,3474474.745872246
183,2927.679978776723,200,3474471.809895633,3474471.809963832,3474474.737643811
184,2892.93900784105,200,3474471.812506811,3474471.812535357,3474474.705474365
185,2776.27619728446,200,3474471.814728531,3474471.814754029,3474474.591030226
186,2748.6067009158432,200,3474471.815936698,3474471.815990243,3474474.564596944
187,2816.032389178872,200,3474471.818467256,3474471.818495637,3474474.634528026
188,2889.448998030275,200,3474471.820722893,3474471.82075381,3474474.710202808
189,2768.159811384976,200,3474471.821901532,3474471.82195417,3474474.590113981
190,2769.036748912185,200,3474471.823916771,3474471.823940886,3474474.592977635
191,2881.882984656841,200,3474471.826421198,3474471.826434233,3474474.708317218
192,2913.0214168690145,200,3474471.827894881,3474471.827908896,3474474.740930313
193,2915.367260109633,200,3474471.830167474,3474471.830189553,3474474.745556813
194,2859.854935202748,200,3474471.832638851,3474471.832661057,3474474.692515992
195,2874.7981870546937,200,3474471.833874296,3474471.833887822,3474474.708686009
196,2718.363923020661,200,3474471.836120378,3474471.836142274,3474474.554506197
197,2716.422916855663,200,3474471.838296596,3474471.838318204,3474474.554741121
198,2788.1889599375427,200,3474471.840672086,3474471.840694452,3474474.628883412
199,2786.9605901651084,200,3474471.841876363,3474471.841890709,3474474.628851299
200,2794.074601959437,200,3474471.844161963,3474471.84418463,3474474.638259232
201,2719.811958260834,200,3474471.846384062,3474471.846415836,3474474.566227794
202,2790.314534213394,200,3474471.848691829,3474471.848714221,3474474.639028755
203,2890.763753093779,200,3474471.850053725,3474471.850090861,3474474.740854614
204,2837.8935931250453,200,3474471.852021599,3474471.852044834,3474474.689938427
205,2837.7339080907404,200,3474471.8545249,3474471.854547766,3474474.692281674
206,2833.699727896601,200,3474471.855839919,3474471.855880722,3474474.68958045
207,2884.6615916118026,200,3474471.858347856,3474471.858370642,3474474.743032234
208,2883.445244282484,200,3474471.860595852,3474471.860624049,3474474.744069293
209,2716.456364840269,200,3474471.861889863,3474471.861926474,3474474.578382839
210,2702.8649486601357,200,3474471.86403318,3474471.864055802,3474474.566920751
211,2775.3156437538564,200,3474471.866324002,3474471.866345935,3474474.641661579
212,2804.565838072449,200,3474471.868652325,3474471.868674885,3474474.673240723
213,2760.0651690736413,200,3474471.869863333,3474471.869899659,3474474.629964828
214,2722.585167735815,200,3474471.872331633,3474471.872353644,3474474.594938812
215,2754.6394080854952,200,3474471.874680101,3474471.874702881,3474474.629342289
216,2798.03656693548,200,3474471.875892684,3474471.875932379,3474474.673968946
217,2754.311705008149,200,3474471.878200802,3474471.878223044,3474474.632534749
218,2829.677343834192,200,3474471.880440459,3474471.880463365,3474474.710140709
219,2682.1174579672515,200,3474471.882749726,3474471.882764136,3474474.564881594
220,2704.582053236664,200,3474471.884876943,3474471.884895972,3474474.589478025
221,2681.712352670729,200,3474471.88613185,3474471.886169561,3474474.567881914
222,2665.8493420109157,200,3474471.888471134,3474471.888483689,3474474.554333031
223,2689.636276103556,200,3474471.890613451,3474471.890646907,3474474.580283183
224,2697.429437655956,200,3474471.891904082,3474471.891918884,3474474.589348322
225,2676.887094974518,200,3474471.894165099,3474471.894188618,3474474.571075713
226,2717.424811795354,200,3474471.896427595,3474471.896450423,3474474.613875235
227,2680.9263890609145,200,3474471.898780428,3474471.898803766,3474474.579730155
228,2680.641487240792,200,3474471.899917397,3474471.899961732,3474474.580603219
229,2727.510062046349,200,3474471.90215467,3474471.90217709,3474474.629687152
230,2801.3673331588507,200,3474471.904425109,3474471.904447911,3474474.705815244
231,2741.98411917314,200,3474471.906811376,3474471.906834495,3474474.648818614
232,2840.3689889237285,200,3474471.907912507,3474471.907949345,3474474.748318334
233,2728.254770860076,200,3474471.910149351,3474471.910172775,3474474.638427546
234,2739.9916229769588,200,3474471.912384299,3474471.912407241,3474474.652398864
235,2652.218814007938,200,3474471.914933773,3474471.914956931,3474474.567175745
236,2714.9551599286497,200,3474471.916041725,3474471.916078694,3474474.631033854
237,2692.9605402983725,200,3474471.918223441,3474471.918245909,3474474.611206449
238,2687.5968063250184,200,3474471.920376736,3474471.92039957,3474474.607996376
239,2641.144626773894,200,3474471.922743614,3474471.922776705,3474474.563921332
240,2706.591500900686,200,3474471.924146648,3474471.924188952,3474474.630780453
241,2810.945773962885,200,3474471.926913257,3474471.926942179,3474474.737887953
242,2643.248660955578,200,3474471.92814208,3474471.92818026,3474474.571428921
243,2635.6481560505927,200,3474471.930518484,3474471.930540327,3474474.566188483
244,2548.5058426856995,200,3474471.931914377,3474471.931928919,3474474.480434762
245,2583.076262380928,200,3474471.934187641,3474471.93420999,3474474.517286252
246,2597.677160985768,200,3474471.936384539,3474471.936407128,3474474.534084289
247,2567.7700890228152,200,3474471.950121934,3474471.950161097,3474474.517931186
248,2606.5623410977423,200,3474471.950130462,3474471.950279845,3474474.556842186
249,2571.592662949115,200,3474471.950138333,3474471.950356467,3474474.52194913
250,2566.585953347385,200,3474471.950140618,3474471.950427035,3474474.517012988
251,2617.4970492720604,200,3474471.950142388,3474471.950487312,3474474.567984361
252,2605.662787333131,200,3474471.950144591,3474471.950551795,3474474.556214582
253,2582.9383078962564,200,3474471.950146159,3474471.950610719,3474474.533549027
254,2656.72749793157,200,3474471.952018676,3474471.95203509,3474474.608762588
255,2579.280138015747,200,3474471.954479229,3474471.95450165,3474474.533781788
256,2547.41447372362,200,3474471.956027924,3474471.956069704,3474474.503484178
257,2562.9607001319528,200,3474471.958448146,3474471.958470652,3474474.521431352
258,2608.8081058114767,200,3474471.96099365,3474471.961023537,3474474.569831643
259,2541.3370421156287,200,3474471.962077881,3474471.9621142,3474474.503451242
260,2539.5920327864587,200,3474471.964031485,3474471.964054304,3474474.503646337
261,2518.188579939306,200,3474471.966636415,3474471.966666268,3474474.484854848
262,2510.031515732408,200,3474471.967897648,3474471.967911871,3474474.477943387
263,2614.7438809275627,200,3474471.970078258,3474471.970106514,3474474.584850395
264,2508.6996080353856,200,3474471.972353657,3474471.972376637,3474474.481076245
265,2579.5115237124264,200,3474471.974735557,3474471.974764191,3474474.554275715
266,2499.721422791481,200,3474471.97592322,3474471.975938483,3474474.475659906
267,2506.492917891592,200,3474471.978167224,3474471.978189479,3474474.484682397
268,2574.073418043554,200,3474471.980378962,3474471.980401795,3474474.554475213
269,2501.099063083529,200,3474471.982785239,3474471.982814814,3474474.483913877
270,2499.088143929839,200,3474471.984861856,3474471.984884569,3474474.483972713
271,2487.4253650195897,200,3474471.98621954,3474471.986255381,3474474.473680746
272,2619.760991074145,200,3474471.988709799,3474471.988732412,3474474.608493403
273,2556.360315065831,200,3474471.990061407,3474471.990098779,3474474.546459094
274,2576.1469663120806,200,3474471.992403768,3474471.992431869,3474474.568578835
275,2561.5987172350287,200,3474471.994986483,3474471.995022848,3474474.556621565
276,2562.486592680216,200,3474471.996048261,3474471.996087524,3474474.558574117
277,2557.6103515923023,200,3474471.998073609,3474471.998096247,3474474.555706599
278,2555.353833828121,200,3474472.000632479,3474472.000655565,3474474.556009399
279,2547.0568812452257,200,3474472.00192024,3474472.001934705,3474474.548991586
280,2517.64125097543,200,3474472.004049815,3474472.004077713,3474474.521718964
281,2501.1516041122377,200,3474472.006209858,3474472.006231839,3474474.507383443
282,2547.2772936336696,200,3474472.00863027,3474472.008654631,3474474.555931925
283,2557.7562642283738,200,3474472.011030691,3474472.011054169,3474474.568810433
284,2490.26737594977,200,3474472.01241639,3474472.012446964,3474474.50271434
285,2543.830744922161,200,3474472.014757844,3474472.014781188,3474474.558611933
286,2538.4182976558805,200,3474472.016071607,3474472.01611499,3474474.554533288
287,2545.436920132488,200,3474472.018421805,3474472.018444697,3474474.563881617
288,2556.0079072602093,200,3474472.020788262,3474472.020811238,3474474.576819145
289,2512.5409523025155,200,3474472.021883269,3474472.021924886,3474474.534465838
290,2509.244138840586,200,3474472.024351144,3474472.024373458,3474474.533617597
291,2491.3593754172325,200,3474472.027007808,3474472.027032166,3474474.518391541
292,2497.926809825003,200,3474472.028076394,3474472.028118012,3474474.526044822
293,2487.080560065806,200,3474472.030424058,3474472.030445944,3474474.517526504
294,2452.406696975231,200,3474472.031906238,3474472.031927829,3474474.484334526
295,2446.780178695917,200,3474472.034065838,3474472.034088488,3474474.480868667
296,2498.463987838477,200,3474472.036373835,3474472.036396483,3474474.534860471
297,2479.794049169868,200,3474472.038844822,3474472.038873085,3474474.518667134
298,2463.228994049132,200,3474472.040146547,3474472.040183396,3474474.50341239
299,2441.8003433384,200,3474472.042483721,3474472.042506668,3474474.484307011
300,2608.097419142723,200,3474472.043862715,3474472.043900203,3474474.651997622
301,2601.052999962121,200,3474472.046169773,3474472.046193155,3474474.647246155
302,2486.5162181667984,200,3474472.048354289,3474472.048375742,3474474.53489196
303,2493.6454161070287,200,3474472.050574904,3474472.050588028,3474474.544233444
304,2431.1563577502966,200,3474472.052809018,3474472.052853857,3474474.484010215
305,2426.424811128527,200,3474472.053946519,3474472.053969728,3474474.480394539
306,2427.6971761137247,200,3474472.056196686,3474472.056247275,3474474.483944451
307,2586.9997343979776,200,3474472.058576971,3474472.058604513,3474474.645604247
308,2532.139642164111,200,3474472.059869304,3474472.059913687,3474474.592053329
309,2460.664381738752,200,3474472.06237714,3474472.062405966,3474474.523070348
310,2477.917355950922,200,3474472.064830537,3474472.064854157,3474474.542771513
311,2581.356909126044,200,3474472.066208522,3474472.066238031,3474474.64759494
312,2545.825897715986,200,3474472.068733441,3474472.068758461,3474474.614584359
313,2470.822751056403,200,3474472.069967188,3474472.070014544,3474474.540837295
314,2461.4406120963395,200,3474472.072402338,3474472.072430127,3474474.533870739
315,2468.618660233915,200,3474472.073870177,3474472.07388466,3474474.54250332
316,2478.22090331465,200,3474472.076314782,3474472.076337529,3474474.554558432
317,2467.493955977261,200,3474472.078674791,3474472.078698788,3474474.546192744
318,2469.2855491302907,200,3474472.080036478,3474472.080059684,3474474.549345233
319,2461.8993871845305,200,3474472.082350075,3474472.08237205,3474474.544271437
320,2457.588907796889,200,3474472.084854814,3474472.084877401,3474474.542466309
321,2455.097403842956,200,3474472.08699494,3474472.087023064,3474474.542120468
322,2414.387224242091,200,3474472.08825634,3474472.088286684,3474474.502673908
323,2442.8507862612605,200,3474472.090801038,3474472.090824083,3474474.533674869
324,2410.700657404959,200,3474472.092179025,3474472.092202516,3474474.502903173
325,2422.6450859569013,200,3474472.094460779,3474472.094487135,3474474.517132221
326,2406.827538274229,200,3474472.096877594,3474472.096901288,3474474.503728826
327,2460.178794339299,200,3474472.098128652,3474472.098169801,3474474.558348595
328,2457.196788862348,200,3474472.100472653,3474472.100495155,3474474.557691944
329,2451.52653194964,200,3474472.102755121,3474472.102778101,3474474.554304633
330,2373.367447871715,200,3474472.104141988,3474472.1041818,3474474.477549248
331,2639.2865860834722,200,3474472.106383702,3474472.106406586,3474474.745693172
332,2636.64718484506,200,3474472.108856314,3474472.108880625,3474474.74552781
333,2444.066708907485,200,3474472.11011849,3474472.110141778,3474474.554208487
334,2436.5075901150703,200,3474472.112500646,3474472.112523775,3474474.549031365
335,2456.9488749839365,200,3474472.113865472,3474472.113879545,3474474.57082842
336,2525.840697810054,200,3474472.116036338,3474472.116059149,3474474.641899847
337,2430.200416594744,200,3474472.118730146,3474472.118753067,3474474.548953484
338,2438.9334660954773,200,3474472.120200415,3474472.12023603,3474474.559169496
339,2459.012852050364,200,3474472.122522468,3474472.122544941,3474474.581557793
340,2408.655838109553,200,3474472.124969268,3474472.12499231,3474474.533648148
341,2515.306420158595,200,3474472.126229865,3474472.126252935,3474474.641559355
342,2517.6138249225914,200,3474472.128615607,3474472.128638361,3474474.646252186
343,2435.8276911079884,200,3474472.129993293,3474472.130062561,3474474.565890252
344,2384.620961267501,200,3474472.132434675,3474472.132456354,3474474.517077315
345,2431.993827689439,200,3474472.133918902,3474472.133933896,3474474.565927724
346,2348.3537090942264,200,3474472.136451441,3474472.136473835,3474474.484827544
347,2407.318950165063,200,3474472.138780638,3474472.13880926,3474474.54612821
348,2344.369229860604,200,3474472.14024516,3474472.140288535,3474474.484657765
349,2403.410844039172,200,3474472.142465171,3474472.142487603,3474474.545898447
350,2414.8177509196103,200,3474472.143947891,3474472.143963736,3474474.558781487
351,2337.732932996005,200,3474472.146323914,3474472.146346485,3474474.484079418
352,2466.9515639543533,200,3474472.147889031,3474472.147905178,3474474.614856742
353,2344.884500838816,200,3474472.150379209,3474472.150408998,3474474.495293499
354,2365.9232170321047,200,3474472.151954196,3474472.151969832,3474474.517893049
355,2366.801128257066,200,3474472.154569697,3474472.154592687,3474474.521393815
356,2362.331295851618,200,3474472.155979293,3474472.156021291,3474474.518352587
357,2317.9503148421645,200,3474472.158415203,3474472.15843713,3474474.476387445
358,2316.446044947952,200,3474472.159896106,3474472.159916436,3474474.476362481
359,2311.383820138872,200,3474472.162218295,3474472.162240726,3474474.473624546
360,2336.832026951015,200,3474472.164763625,3474472.164792406,3474474.501624433
361,2318.59650881961,200,3474472.16591763,3474472.165954675,3474474.484551184
362,2306.5019766800106,200,3474472.168295937,3474472.168318169,3474474.474820146
363,2313.966482877732,200,3474472.170890117,3474472.170913023,3474474.484879506
364,2350.5408228375018,200,3474472.172192323,3474472.17222836,3474474.522769183
365,2346.4876231737435,200,3474472.17495166,3474472.174975094,3474474.521462717
366,2308.4693141281605,200,3474472.176215551,3474472.176239222,3474474.484708536
367,2537.839791737497,200,3474472.178731175,3474472.178759211,3474474.716599003
368,2471.5170757845044,200,3474472.180056677,3474472.180079902,3474474.651596978
369,2292.2260789200664,200,3474472.182534727,3474472.182556864,3474474.474782943
370,2300.2401501871645,200,3474472.183991046,3474472.184033536,3474474.484273686
371,2293.0850330740213,200,3474472.186397164,3474472.186420382,3474474.479505415
372,2295.007583219558,200,3474472.189009892,3474472.189034342,3474474.484041925
373,2344.216682948172,200,3474472.190260602,3474472.19028693,3474474.534503613
374,2284.9877821281552,200,3474472.192906394,3474472.192929301,3474474.477917083
375,2324.8724578879774,200,3474472.194010441,3474472.194049358,3474474.518921816
376,2283.017097972333,200,3474472.196419597,3474472.196442592,3474474.47945969
377,2276.8458179198205,200,3474472.199000041,3474472.19903304,3474474.475878858
378,2280.679615214467,200,3474472.200102334,3474472.200145545,3474474.48082516
379,2339.525487739593,200,3474472.202190588,3474472.202212714,3474474.541738202
380,2364.736554212868,200,3474472.204701319,3474472.20472996,3474474.569466514
381,2335.965216159821,200,3474472.206057023,3474472.206080338,3474474.542045554
382,2334.544090088457,200,3474472.208497915,3474472.208519817,3474474.543063907
383,2284.9998278543358,200,3474472.209983734,3474472.209999482,3474474.49499931
