index,function,size,latency_ms,execution_time_sec,type,status,diff
129,genmatrix,small,6.8,0.108,warm,200,6.692
130,genmatrix,large,52.1,1.153,warm,200,50.947
131,mobilenet,small,27.4,21.77,warm,200,5.629999999999999
132,matrixmul,small,62.5,5.715999999999999,warm,200,56.784
133,grayscale,medium,953.3,58.202,warm,200,895.098
134,genmatrix,small,7.2,0.125,warm,200,7.075
135,mobilenet,large,32.4,22.835,warm,200,9.564999999999998
136,fastfouriertransform,small,21.7,7.8,warm,200,13.899999999999999
137,pagerank,small,26.9,15.406,warm,200,11.493999999999998
138,fastfouriertransform,small,20.5,7.762,warm,200,12.738
139,fetchdata,medium,103.1,93.635,warm,200,9.46499999999999
140,mobilenet,medium,28.8,22.872,warm,200,5.928000000000001
141,genmatrix,medium,29.0,0.206,warm,200,28.794
142,graphgen,small,27.6,2.719,warm,200,24.881
143,matrixmul,small,22.0,5.011,warm,200,16.989
144,matrixmul,medium,525.4,510.298,warm,200,15.101999999999975
145,mobilenet,medium,37.6,27.617,warm,200,9.983
146,matrixmul,large,337.3,5.558,warm,200,331.742
147,pagerank,large,368.7,290.189,warm,200,78.51099999999997
148,mobilenet,small,28.9,23.062,warm,200,5.837999999999997
149,genmatrix,medium,15.6,0.292,warm,200,15.308
150,genmatrix,small,6.3,0.151,warm,200,6.149
151,resnet,large,176.3,170.231,warm,200,6.069000000000017
152,pagerank,small,21.4,11.769,warm,200,9.630999999999998
153,linpack,small,16.0,7.245,warm,200,8.754999999999999
154,graphgen,large,534.1,85.665,warm,200,448.435
155,mobilenet,large,32.0,26.304,warm,200,5.6960000000000015
156,pagerank,small,21.1,11.725,warm,200,9.375000000000002
157,graphgen,large,490.7,62.778,warm,200,427.92199999999997
158,fastfouriertransform,small,23.2,7.776,warm,200,15.424
159,fastfouriertransform,large,21.4,7.689,warm,200,13.710999999999999
160,fastfouriertransform,large,20.9,7.774,warm,200,13.125999999999998
161,genmatrix,medium,15.8,0.31,warm,200,15.49
162,fastfouriertransform,large,22.5,7.637,warm,200,14.863
163,genmatrix,large,37.2,0.932,warm,200,36.268
164,resnet,small,125.9,119.82,warm,200,6.0800000000000125
165,resnet,small,149.0,121.238,warm,200,27.762
166,matrixmul,large,28.5,7.896999999999999,warm,200,20.603
167,resnet,large,126.7,120.179,warm,200,6.521000000000001
168,pagerank,medium,118.6,96.72,warm,200,21.879999999999995
169,grayscale,small,27.5,16.066,warm,200,11.434000000000001
170,linpack,small,17.4,8.207,warm,200,9.192999999999998
171,grayscale,medium,71.0,58.49,warm,200,12.509999999999998
172,fetchdata,large,97.0,91.034,warm,200,5.965999999999994
173,grayscale,medium,75.0,65.82000000000001,warm,200,9.179999999999993
174,linpack,small,16.0,8.148000000000001,warm,200,7.8519999999999985
175,graphgen,medium,106.1,12.563,warm,200,93.53699999999999
176,resnet,large,122.8,118.773,warm,200,4.027000000000001
177,fastfouriertransform,small,39.3,10.169,warm,200,29.130999999999997
178,pagerank,small,19.9,10.046,warm,200,9.854
179,pagerank,medium,66.7,45.669,warm,200,21.031000000000006
180,fetchdata,medium,97.7,92.053,warm,200,5.647000000000006
181,fastfouriertransform,small,18.9,4.931,warm,200,13.968999999999998
182,linpack,medium,676.6,669.046,warm,200,7.553999999999974
183,fetchdata,medium,96.9,91.622,warm,200,5.278000000000006
184,pagerank,large,379.5,302.807,warm,200,76.69299999999998
185,grayscale,large,2866.2,2722.603,cold,200,143.59699999999975
186,pagerank,small,193.7,10.835,warm,200,182.86499999999998
187,pagerank,medium,148.3,46.589,warm,200,101.71100000000001
188,fastfouriertransform,small,23.3,7.677,warm,200,15.623000000000001
189,grayscale,small,13.9,6.919,warm,200,6.981000000000001
190,fastfouriertransform,large,19.8,4.929,warm,200,14.871
191,pagerank,small,23.4,14.44,warm,200,8.959999999999999
192,grayscale,medium,2144.1,58.017,cold,200,2086.083
193,resnet,small,125.1,119.632,warm,200,5.467999999999989
194,linpack,small,13.3,5.095,warm,200,8.205000000000002
195,grayscale,large,2896.0,2736.253,cold,200,159.74699999999984
196,mobilenet,medium,44.4,39.510000000000005,warm,200,4.8899999999999935
197,graphgen,small,29.8,2.853,warm,200,26.947
198,matrixmul,medium,560.1,541.0169999999999,warm,200,19.083000000000084
199,graphgen,small,79.7,42.976,warm,200,36.724000000000004
200,linpack,small,13.1,5.112,warm,200,7.9879999999999995
201,grayscale,small,2411.9,7.606,cold,200,2404.294
202,mobilenet,large,28.6,23.156,warm,200,5.444000000000003
203,matrixmul,large,68.5,5.575,warm,200,62.925
204,graphgen,small,27.5,2.803,warm,200,24.697
205,fastfouriertransform,large,23.2,7.626,warm,200,15.573999999999998
206,fetchdata,large,96.2,90.945,warm,200,5.25500000000001
207,graphgen,medium,102.9,12.726,warm,200,90.174
208,resnet,large,148.7,144.353,warm,200,4.34699999999998
209,fetchdata,medium,100.9,94.386,warm,200,6.51400000000001
210,fetchdata,small,99.0,93.294,warm,200,5.706000000000003
211,grayscale,medium,1285.0,66.677,warm,200,1218.323
212,graphgen,medium,217.7,12.738,warm,200,204.962
213,genmatrix,large,104.8,0.7969999999999999,warm,200,104.003
214,genmatrix,large,52.3,1.204,warm,200,51.096
215,fastfouriertransform,medium,699.8,670.194,warm,200,29.605999999999995
216,pagerank,medium,68.3,45.998,warm,200,22.302
217,resnet,large,124.7,119.613,warm,200,5.087000000000003
218,fetchdata,small,92.7,87.30799999999999,warm,200,5.39200000000001
219,fetchdata,small,91.2,86.532,warm,200,4.668000000000006
220,matrixmul,small,20.1,5.034000000000001,warm,200,15.066
221,fetchdata,large,88.1,83.229,warm,200,4.870999999999995
222,linpack,medium,653.2,645.663,warm,200,7.537000000000035
223,genmatrix,medium,11.0,0.2,warm,200,10.8
224,fetchdata,large,88.6,84.46,warm,200,4.140000000000001
225,fastfouriertransform,medium,652.1,638.16,warm,200,13.940000000000055
226,graphgen,medium,113.3,12.468,warm,200,100.832
227,genmatrix,small,5.9,0.1379999999999999,warm,200,5.7620000000000005
228,mobilenet,medium,28.7,22.846,warm,200,5.853999999999999
229,grayscale,small,12.8,7.001,warm,200,5.799
230,genmatrix,small,6.7,0.104,warm,200,6.596
231,genmatrix,medium,15.0,0.282,warm,200,14.718
232,linpack,medium,687.0,677.507,warm,200,9.493000000000052
233,fastfouriertransform,medium,614.2,600.009,warm,200,14.191000000000031
234,linpack,large,492.6,5.084,warm,200,487.516
235,pagerank,medium,122.6,48.146,warm,200,74.454
236,pagerank,medium,77.2,45.174,warm,200,32.026
237,graphgen,small,28.9,2.879,warm,200,26.020999999999997
238,grayscale,small,15.0,6.911,warm,200,8.089
239,resnet,medium,125.6,119.709,warm,200,5.890999999999991
240,graphgen,small,27.4,2.798,warm,200,24.601999999999997
241,resnet,medium,125.3,120.22,warm,200,5.079999999999998
242,linpack,large,12.6,5.069,warm,200,7.531
243,linpack,medium,648.7,642.162,warm,200,6.538000000000011
244,resnet,large,124.3,119.38,warm,200,4.920000000000002
245,fastfouriertransform,medium,616.4,602.2729999999999,warm,200,14.127000000000066
246,resnet,small,140.3,118.699,warm,200,21.601000000000013
247,grayscale,small,16.0,7.0200000000000005,warm,200,8.98
248,matrixmul,small,20.1,5.002000000000001,warm,200,15.098
249,pagerank,large,357.5,280.186,warm,200,77.31400000000002
250,genmatrix,medium,15.4,0.2779999999999999,warm,200,15.122
251,matrixmul,small,25.9,7.842999999999999,warm,200,18.057
252,linpack,large,14.0,5.079000000000001,warm,200,8.921
253,linpack,large,11.1,5.076,warm,200,6.024
254,fastfouriertransform,large,34.6,5.007000000000001,warm,200,29.593
255,grayscale,large,5610.9,2729.286,cold,200,2881.6139999999996
256,grayscale,large,2826.8,2685.342,cold,200,141.45800000000008
257,matrixmul,medium,558.6,541.672,warm,200,16.927999999999997
258,matrixmul,large,470.4,5.002999999999999,warm,200,465.397
259,grayscale,large,5183.0,2697.414,cold,200,2485.586
260,fetchdata,small,87.1,82.78,warm,200,4.319999999999993
261,matrixmul,large,179.2,5.01,warm,200,174.19
262,matrixmul,large,91.0,5.004,warm,200,85.996
263,fetchdata,large,97.2,91.805,warm,200,5.394999999999996
264,resnet,medium,146.9,139.854,warm,200,7.045999999999992
265,matrixmul,large,17.4,4.996,warm,200,12.403999999999998
266,graphgen,medium,107.9,12.926,warm,200,94.974
267,grayscale,small,15.6,6.928,warm,200,8.672
268,matrixmul,large,16.8,4.962000000000001,warm,200,11.838000000000001
269,resnet,large,247.9,240.438,warm,200,7.4620000000000175
270,linpack,medium,651.1,642.42,warm,200,8.680000000000064
271,mobilenet,medium,30.9,24.894,warm,200,6.006
272,genmatrix,large,78.7,1.1969999999999998,warm,200,77.503
273,mobilenet,large,29.5,24.048,warm,200,5.452000000000002
274,fetchdata,large,95.8,90.484,warm,200,5.3160000000000025
275,fastfouriertransform,medium,646.1,634.49,warm,200,11.610000000000014
276,pagerank,large,397.0,282.154,warm,200,114.846
277,resnet,medium,127.8,120.7,warm,200,7.099999999999994
278,fastfouriertransform,small,20.1,4.917000000000001,warm,200,15.183
279,grayscale,small,20.4,10.698,warm,200,9.701999999999998
280,genmatrix,small,7.3,0.141,warm,200,7.159
281,graphgen,small,28.5,2.8,warm,200,25.7
282,genmatrix,medium,15.7,0.2799999999999999,warm,200,15.42
283,resnet,small,145.2,121.217,warm,200,23.98299999999999
284,mobilenet,medium,45.1,23.028,warm,200,22.072000000000003
285,resnet,small,126.2,121.225,warm,200,4.9750000000000085
286,matrixmul,medium,522.4,506.513,warm,200,15.887
287,matrixmul,small,433.9,5.0,warm,200,428.9
288,fetchdata,large,98.2,92.111,warm,200,6.088999999999999
289,graphgen,small,40.2,4.465,warm,200,35.735
290,matrixmul,small,144.6,5.015000000000001,warm,200,139.58499999999998
291,fetchdata,large,98.1,92.649,warm,200,5.450999999999993
292,pagerank,medium,68.6,46.516000000000005,warm,200,22.08399999999999
293,graphgen,large,493.8,64.47500000000001,warm,200,429.325
294,genmatrix,small,8.1,0.1389999999999999,warm,200,7.960999999999999
295,mobilenet,small,31.3,23.454,warm,200,7.846
296,mobilenet,large,28.9,20.447,warm,200,8.453
297,pagerank,large,363.2,287.33,warm,200,75.87
298,resnet,medium,123.7,118.55,warm,200,5.150000000000006
299,mobilenet,large,28.3,22.784,warm,200,5.516000000000002
300,pagerank,medium,118.7,46.627,warm,200,72.07300000000001
301,pagerank,medium,122.8,46.484,warm,200,76.316
302,fetchdata,large,97.6,91.885,warm,200,5.714999999999989
303,mobilenet,medium,33.2,23.266,warm,200,9.934000000000005
304,grayscale,small,14.9,6.974,warm,200,7.926
305,grayscale,large,2828.5,2702.272,cold,200,126.22800000000007
306,mobilenet,large,29.8,23.324,warm,200,6.475999999999999
307,genmatrix,medium,14.1,0.285,warm,200,13.815
308,mobilenet,small,29.2,22.898000000000003,warm,200,6.301999999999996
309,grayscale,small,15.3,6.966,warm,200,8.334
310,grayscale,medium,2320.5,60.503,cold,200,2259.997
311,linpack,large,27.4,5.081,warm,200,22.319
312,fastfouriertransform,small,19.5,4.915,warm,200,14.585
313,fetchdata,small,99.8,93.996,warm,200,5.804000000000002
314,matrixmul,large,27.0,7.9,warm,200,19.1
315,fetchdata,large,95.6,90.285,warm,200,5.314999999999998
316,genmatrix,small,7.6,0.1399999999999999,warm,200,7.46
317,matrixmul,medium,557.7,543.833,warm,200,13.867000000000075
318,linpack,large,14.3,5.082,warm,200,9.218
319,mobilenet,medium,29.1,22.729,warm,200,6.371000000000002
320,graphgen,small,29.2,2.848,warm,200,26.352
321,matrixmul,medium,672.9,509.033,warm,200,163.86699999999996
322,resnet,large,139.9,133.364,warm,200,6.536000000000001
323,graphgen,large,533.7,93.944,warm,200,439.75600000000003
324,matrixmul,medium,889.4,508.605,warm,200,380.79499999999996
325,graphgen,medium,105.4,12.755,warm,200,92.64500000000001
326,grayscale,medium,73.5,58.133,warm,200,15.366999999999997
327,matrixmul,large,600.7,4.989000000000001,warm,200,595.711
328,pagerank,large,364.4,284.85,warm,200,79.54999999999995
329,genmatrix,medium,15.1,0.284,warm,200,14.815999999999999
330,genmatrix,medium,11.5,0.204,warm,200,11.296
331,matrixmul,medium,712.3,507.389,warm,200,204.91099999999994
332,graphgen,medium,191.4,12.467,warm,200,178.933
333,linpack,large,13.7,5.064,warm,200,8.636
334,matrixmul,large,425.3,4.982,warm,200,420.318
335,fetchdata,medium,95.6,90.173,warm,200,5.4269999999999925
336,fetchdata,large,94.1,88.862,warm,200,5.2379999999999995
337,pagerank,small,20.3,10.392,warm,200,9.908000000000001
338,matrixmul,large,34.1,5.07,warm,200,29.03
339,resnet,large,126.7,121.846,warm,200,4.853999999999999
340,graphgen,small,27.5,2.8,warm,200,24.7
341,matrixmul,small,17.9,5.01,warm,200,12.889999999999999
342,mobilenet,small,22.7,17.808,warm,200,4.8919999999999995
343,graphgen,medium,107.0,12.826,warm,200,94.174
344,matrixmul,medium,519.2,505.76200000000006,warm,200,13.437999999999988
345,genmatrix,medium,11.3,0.2,warm,200,11.100000000000001
346,linpack,medium,688.1,678.994,warm,200,9.105999999999995
347,matrixmul,medium,734.7,508.23,warm,200,226.47000000000003
348,matrixmul,medium,1147.1,506.768,warm,200,640.3319999999999
349,fastfouriertransform,medium,669.9,655.0709999999999,warm,200,14.829000000000065
350,graphgen,large,487.6,64.458,warm,200,423.14200000000005
351,pagerank,small,27.5,15.935999999999998,warm,200,11.564000000000002
352,linpack,small,93.1,5.056,warm,200,88.044
353,fastfouriertransform,large,22.6,7.760000000000001,warm,200,14.84
354,graphgen,small,27.8,2.918,warm,200,24.882
355,genmatrix,small,8.7,0.148,warm,200,8.552
356,graphgen,large,487.7,64.953,warm,200,422.74699999999996
357,fetchdata,small,92.9,87.59599999999999,warm,200,5.304000000000016
358,fetchdata,medium,98.3,93.164,warm,200,5.135999999999996
359,fastfouriertransform,large,36.6,7.778,warm,200,28.822000000000003
360,genmatrix,medium,13.7,0.209,warm,200,13.491
361,grayscale,medium,72.3,57.508,warm,200,14.791999999999994
362,fetchdata,large,88.1,83.005,warm,200,5.094999999999999
363,resnet,large,128.0,123.378,warm,200,4.622
364,fastfouriertransform,small,22.7,7.701,warm,200,14.998999999999999
365,grayscale,small,19.0,10.829,warm,200,8.171
366,resnet,small,124.8,119.91,warm,200,4.890000000000001
367,grayscale,large,2931.3,2815.198,cold,200,116.10200000000032
368,matrixmul,medium,520.3,505.5220000000001,warm,200,14.77799999999985
369,genmatrix,small,7.8,0.143,warm,200,7.657
370,resnet,large,125.0,119.546,warm,200,5.4539999999999935
371,genmatrix,small,6.8,0.104,warm,200,6.696
372,grayscale,large,2809.5,2692.699,cold,200,116.80099999999993
373,resnet,small,139.2,133.394,warm,200,5.805999999999983
374,resnet,small,159.7,118.889,warm,200,40.81099999999999
375,linpack,large,13.8,5.101,warm,200,8.699000000000002
376,matrixmul,large,18.5,4.976,warm,200,13.524000000000001
377,linpack,small,11.3,5.093999999999999,warm,200,6.206000000000001
378,pagerank,large,505.3,357.629,warm,200,147.671
379,linpack,small,11.9,5.071,warm,200,6.829000000000001
380,matrixmul,medium,520.2,506.467,warm,200,13.733000000000061
381,fastfouriertransform,medium,659.9,643.164,warm,200,16.73599999999999
382,linpack,large,11.8,5.059,warm,200,6.7410000000000005
383,mobilenet,large,29.3,23.005000000000003,warm,200,6.294999999999998
384,fetchdata,medium,161.9,157.257,warm,200,4.643000000000001
385,fetchdata,large,144.6,81.878,warm,200,62.721999999999994
386,pagerank,large,369.1,293.162,warm,200,75.93800000000005
387,grayscale,large,2843.9,2728.9,cold,200,115.0
388,pagerank,medium,224.9,45.929,warm,200,178.971
389,mobilenet,medium,33.2,22.869,warm,200,10.331000000000003
390,resnet,medium,124.4,118.919,warm,200,5.481000000000009
391,linpack,small,16.7,5.293,warm,200,11.407
392,fastfouriertransform,medium,727.0,697.659,warm,200,29.341000000000008
393,mobilenet,small,33.9,22.765,warm,200,11.134999999999998
394,mobilenet,large,29.6,21.463,warm,200,8.137
395,resnet,large,148.9,128.906,warm,200,19.994
396,matrixmul,medium,521.8,507.204,warm,200,14.595999999999947
397,graphgen,medium,138.6,19.16,warm,200,119.44
398,linpack,small,16.9,8.041,warm,200,8.858999999999998
399,mobilenet,small,29.7,22.468,warm,200,7.231999999999999
400,linpack,medium,712.9,706.5989999999999,warm,200,6.301000000000045
401,linpack,medium,1262.3,647.514,warm,200,614.786
402,resnet,large,213.5,205.836,warm,200,7.663999999999987
403,grayscale,large,2794.4,2678.625,cold,200,115.77500000000009
404,graphgen,large,488.5,63.678,warm,200,424.822
405,genmatrix,small,7.7,0.1399999999999999,warm,200,7.5600000000000005
406,genmatrix,large,50.2,1.201,warm,200,48.999
407,matrixmul,medium,558.8,542.735,warm,200,16.06499999999994
408,pagerank,small,20.0,10.479,warm,200,9.521
409,mobilenet,large,29.7,23.598000000000003,warm,200,6.101999999999997
410,mobilenet,medium,28.0,22.707,warm,200,5.292999999999999
411,graphgen,small,27.4,2.8080000000000003,warm,200,24.592
412,grayscale,small,15.5,7.689,warm,200,7.811
413,matrixmul,large,16.6,5.005,warm,200,11.595000000000002
414,genmatrix,medium,14.6,0.279,warm,200,14.321
415,resnet,medium,123.2,118.485,warm,200,4.715000000000003
416,mobilenet,large,28.7,22.8,warm,200,5.899999999999999
417,pagerank,medium,117.4,46.673,warm,200,70.727
418,matrixmul,large,19.1,4.981,warm,200,14.119000000000002
419,pagerank,medium,67.2,47.014,warm,200,20.186
420,linpack,large,16.5,6.088,warm,200,10.411999999999999
421,mobilenet,medium,29.3,21.855,warm,200,7.445
422,grayscale,medium,71.5,57.692,warm,200,13.808
423,genmatrix,small,8.3,0.142,warm,200,8.158000000000001
424,genmatrix,medium,13.6,0.286,warm,200,13.314
425,fastfouriertransform,large,23.6,7.629,warm,200,15.971000000000002
426,pagerank,large,369.2,290.92600000000004,warm,200,78.27399999999994
427,fetchdata,small,97.8,92.36,warm,200,5.439999999999998
428,genmatrix,large,41.2,0.7969999999999999,warm,200,40.403000000000006
429,mobilenet,medium,28.6,22.93,warm,200,5.670000000000002
430,resnet,large,148.3,142.2,warm,200,6.100000000000023
431,resnet,medium,158.2,120.574,warm,200,37.62599999999999
432,fastfouriertransform,small,22.6,7.697,warm,200,14.903000000000002
433,grayscale,small,15.5,6.868,warm,200,8.632
434,linpack,small,13.8,5.08,warm,200,8.72
435,grayscale,small,11.8,6.832000000000001,warm,200,4.968
436,pagerank,small,19.5,10.33,warm,200,9.17
437,grayscale,small,15.4,6.872999999999999,warm,200,8.527000000000001
438,graphgen,large,494.6,64.668,warm,200,429.932
439,grayscale,large,2811.9,2696.535,cold,200,115.36500000000024
440,fetchdata,large,96.9,91.156,warm,200,5.744
441,mobilenet,small,45.3,37.75,warm,200,7.549999999999997
442,graphgen,large,495.1,65.17399999999999,warm,200,429.92600000000004
443,grayscale,medium,72.3,57.433,warm,200,14.866999999999997
444,mobilenet,medium,29.4,24.466,warm,200,4.9339999999999975
445,linpack,small,14.1,5.085,warm,200,9.015
446,graphgen,medium,127.3,12.683,warm,200,114.61699999999999
447,mobilenet,small,28.3,22.586,warm,200,5.714000000000002
448,fastfouriertransform,medium,677.4,651.4440000000001,warm,200,25.955999999999904
449,mobilenet,small,26.7,22.046,warm,200,4.654
450,resnet,large,127.5,118.904,warm,200,8.596000000000004
451,graphgen,small,39.6,4.364,warm,200,35.236000000000004
452,fetchdata,large,107.2,102.101,warm,200,5.099000000000004
453,grayscale,small,13.5,6.851,warm,200,6.649
454,genmatrix,small,8.4,0.1399999999999999,warm,200,8.26
455,pagerank,medium,69.4,47.183,warm,200,22.217000000000006
456,resnet,large,125.7,120.483,warm,200,5.216999999999999
457,resnet,small,147.2,120.318,warm,200,26.88199999999999
458,pagerank,medium,117.1,47.494,warm,200,69.606
459,mobilenet,medium,29.4,23.759,warm,200,5.640999999999998
460,grayscale,large,2813.9,2697.992,cold,200,115.9079999999999
461,matrixmul,medium,552.0,535.794,warm,200,16.206000000000017
462,resnet,large,127.6,119.898,warm,200,7.701999999999998
