index,function,size,latency_ms,execution_time_sec,type,status,diff
102,pagerank,medium,70.4,46.258,warm,200,24.142000000000003
103,fastfouriertransform,small,34.4,14.72,warm,200,19.68
104,genmatrix,small,6.6,0.142,warm,200,6.457999999999999
105,linpack,small,11.8,5.117,warm,200,6.683000000000001
106,resnet,large,149.2,142.634,warm,200,6.5660000000000025
107,genmatrix,large,50.7,1.199,warm,200,49.501000000000005
108,genmatrix,small,7.8,0.1399999999999999,warm,200,7.66
109,fastfouriertransform,large,18.0,4.888,warm,200,13.112
110,graphgen,small,32.4,3.933,warm,200,28.467
111,fastfouriertransform,small,17.2,4.83,warm,200,12.37
112,linpack,small,11.5,5.141,warm,200,6.359
113,pagerank,small,17.7,10.099,warm,200,7.600999999999999
114,grayscale,large,4513.1,2674.857,cold,200,1838.2430000000004
115,mobilenet,small,28.4,23.321,warm,200,5.078999999999997
116,pagerank,small,70.0,61.466,warm,200,8.533999999999999
117,resnet,large,126.1,119.929,warm,200,6.170999999999992
118,mobilenet,small,33.5,27.166,warm,200,6.334
119,mobilenet,medium,33.5,23.459,warm,200,10.041
120,genmatrix,small,6.2,0.141,warm,200,6.059
121,fastfouriertransform,large,18.4,4.872,warm,200,13.527999999999999
122,matrixmul,medium,520.9,507.61500000000007,warm,200,13.284999999999911
123,matrixmul,medium,832.9,505.437,warm,200,327.46299999999997
124,mobilenet,large,23.2,18.638,warm,200,4.561999999999998
125,graphgen,large,486.4,63.411,warm,200,422.989
126,fastfouriertransform,small,18.8,5.149,warm,200,13.651
127,matrixmul,large,44.4,5.002000000000001,warm,200,39.397999999999996
128,linpack,small,15.3,8.085,warm,200,7.215
129,genmatrix,small,5.0,0.107,warm,200,4.893
130,genmatrix,large,35.4,0.791,warm,200,34.609
131,mobilenet,small,22.9,17.878999999999998,warm,200,5.021000000000001
132,matrixmul,small,21.9,6.933,warm,200,14.966999999999999
133,grayscale,medium,682.8,57.882000000000005,warm,200,624.9179999999999
134,genmatrix,small,6.1,0.103,warm,200,5.997
135,mobilenet,large,22.9,17.753999999999998,warm,200,5.146000000000001
136,fastfouriertransform,small,68.1,4.851,warm,200,63.248999999999995
137,pagerank,small,26.6,15.855,warm,200,10.745000000000001
138,fastfouriertransform,small,17.5,4.87,warm,200,12.629999999999999
139,fetchdata,medium,87.6,82.49,warm,200,5.109999999999999
140,mobilenet,medium,21.8,17.59,warm,200,4.210000000000001
141,genmatrix,medium,10.1,0.205,warm,200,9.895
142,graphgen,small,37.6,4.234,warm,200,33.366
143,matrixmul,small,23.1,7.931999999999999,warm,200,15.168000000000003
144,matrixmul,medium,548.4,536.115,warm,200,12.284999999999968
145,mobilenet,medium,28.2,23.040000000000003,warm,200,5.159999999999997
146,matrixmul,large,160.1,4.982,warm,200,155.118
147,pagerank,large,382.9,290.839,warm,200,92.06099999999998
148,mobilenet,small,28.2,23.338,warm,200,4.861999999999998
149,genmatrix,medium,9.5,0.1969999999999999,warm,200,9.303
150,genmatrix,small,5.0,0.104,warm,200,4.896
151,resnet,large,126.0,120.415,warm,200,5.584999999999994
152,pagerank,small,17.3,10.04,warm,200,7.260000000000002
153,linpack,small,12.1,5.194,warm,200,6.906
154,graphgen,large,509.7,84.934,warm,200,424.76599999999996
155,mobilenet,large,28.2,23.445,warm,200,4.754999999999999
156,pagerank,small,17.6,9.845,warm,200,7.755000000000001
157,graphgen,large,489.8,64.693,warm,200,425.107
158,fastfouriertransform,small,21.4,7.612999999999999,warm,200,13.786999999999999
159,fastfouriertransform,large,21.6,7.644,warm,200,13.956000000000001
160,fastfouriertransform,large,20.8,7.551,warm,200,13.249
161,genmatrix,medium,12.5,0.293,warm,200,12.207
162,fastfouriertransform,large,26.4,7.577999999999999,warm,200,18.822
163,genmatrix,large,51.4,1.227,warm,200,50.173
164,resnet,small,149.3,143.524,warm,200,5.7760000000000105
165,resnet,small,127.0,121.208,warm,200,5.792000000000002
166,matrixmul,large,18.6,5.013,warm,200,13.587000000000002
167,resnet,large,129.1,122.456,warm,200,6.643999999999991
168,pagerank,medium,75.0,46.258,warm,200,28.741999999999997
169,grayscale,small,16.0,10.746,warm,200,5.254
170,linpack,small,15.5,8.158,warm,200,7.3420000000000005
171,grayscale,medium,98.6,87.13,warm,200,11.469999999999999
172,fetchdata,large,87.4,82.039,warm,200,5.361000000000004
173,grayscale,medium,68.4,57.385,warm,200,11.015000000000008
174,linpack,small,17.1,8.067,warm,200,9.033000000000001
175,graphgen,medium,104.8,12.606,warm,200,92.194
176,resnet,large,128.5,122.588,warm,200,5.912000000000006
177,fastfouriertransform,small,29.7,15.678,warm,200,14.021999999999998
178,pagerank,small,25.7,15.574,warm,200,10.126
179,pagerank,medium,86.0,62.63399999999999,warm,200,23.366000000000007
180,fetchdata,medium,86.7,82.101,warm,200,4.599000000000004
181,fastfouriertransform,small,17.6,4.923,warm,200,12.677000000000001
182,linpack,medium,682.9,675.491,warm,200,7.408999999999992
183,fetchdata,medium,85.8,81.681,warm,200,4.119
184,pagerank,large,407.5,278.37,warm,200,129.13
185,grayscale,large,2798.8,2682.795,cold,200,116.00500000000011
186,pagerank,small,21.7,10.791,warm,200,10.908999999999999
187,pagerank,medium,79.7,57.664,warm,200,22.036
188,fastfouriertransform,small,18.3,4.832999999999999,warm,200,13.467000000000002
189,grayscale,small,1955.3,6.787999999999999,warm,200,1948.512
190,fastfouriertransform,large,21.7,4.884,warm,200,16.816
191,pagerank,small,19.8,10.247,warm,200,9.553
192,grayscale,medium,1415.7,58.236,warm,200,1357.464
193,resnet,small,256.7,250.356,warm,200,6.343999999999994
194,linpack,small,12.6,5.084,warm,200,7.516
195,grayscale,large,3625.7,2678.485,cold,200,947.2149999999997
196,mobilenet,medium,24.6,19.304,warm,200,5.296000000000003
197,graphgen,small,39.4,4.373,warm,200,35.027
198,matrixmul,medium,520.1,506.407,warm,200,13.69300000000004
199,graphgen,small,38.5,4.533,warm,200,33.967
200,linpack,small,19.4,7.316,warm,200,12.084
201,grayscale,small,2323.7,6.84,cold,200,2316.8599999999997
202,mobilenet,large,23.4,18.261,warm,200,5.138999999999999
203,matrixmul,large,18.3,5.042,warm,200,13.258000000000001
204,graphgen,small,38.8,4.577,warm,200,34.223
205,fastfouriertransform,large,25.4,7.67,warm,200,17.729999999999997
206,fetchdata,large,126.3,121.587,warm,200,4.712999999999994
207,graphgen,medium,141.5,18.994,warm,200,122.506
208,resnet,large,126.0,119.849,warm,200,6.150999999999996
209,fetchdata,medium,79.8,75.282,warm,200,4.518000000000001
210,fetchdata,small,78.8,74.6,warm,200,4.200000000000003
211,grayscale,medium,389.3,57.6,warm,200,331.7
212,graphgen,medium,104.1,12.452,warm,200,91.648
213,genmatrix,large,44.0,0.769,warm,200,43.231
214,genmatrix,large,36.7,0.7789999999999999,warm,200,35.92100000000001
215,fastfouriertransform,medium,641.1,627.878,warm,200,13.22199999999998
216,pagerank,medium,86.3,62.71699999999999,warm,200,23.583000000000006
217,resnet,large,126.0,119.819,warm,200,6.180999999999997
218,fetchdata,small,79.1,74.772,warm,200,4.327999999999989
219,fetchdata,small,78.7,74.586,warm,200,4.114000000000004
220,matrixmul,small,23.1,7.943,warm,200,15.157000000000002
221,fetchdata,large,78.7,74.514,warm,200,4.186000000000007
222,linpack,medium,683.5,675.765,warm,200,7.735000000000014
223,genmatrix,medium,12.8,0.281,warm,200,12.519
224,fetchdata,large,78.5,73.926,warm,200,4.573999999999998
225,fastfouriertransform,medium,615.9,602.6,warm,200,13.299999999999955
226,graphgen,medium,109.8,12.676,warm,200,97.124
227,genmatrix,small,6.7,0.1369999999999999,warm,200,6.563000000000001
228,mobilenet,medium,30.0,24.887,warm,200,5.1129999999999995
229,grayscale,small,11.1,6.754,warm,200,4.346
230,genmatrix,small,6.1,0.1399999999999999,warm,200,5.96
231,genmatrix,medium,12.9,0.287,warm,200,12.613
232,linpack,medium,651.0,643.873,warm,200,7.126999999999953
233,fastfouriertransform,medium,646.9,633.193,warm,200,13.706999999999994
234,linpack,large,260.6,5.07,warm,200,255.53000000000003
235,pagerank,medium,118.0,46.029,warm,200,71.971
236,pagerank,medium,67.1,46.344,warm,200,20.755999999999993
237,graphgen,small,38.2,4.26,warm,200,33.940000000000005
238,grayscale,small,11.3,6.83,warm,200,4.470000000000001
239,resnet,medium,148.1,139.66600000000005,warm,200,8.43399999999994
240,graphgen,small,38.6,4.472,warm,200,34.128
241,resnet,medium,127.9,121.216,warm,200,6.684000000000012
242,linpack,large,12.1,5.083,warm,200,7.0169999999999995
243,linpack,medium,649.4,642.298,warm,200,7.101999999999975
244,resnet,large,126.5,120.45,warm,200,6.049999999999997
245,fastfouriertransform,medium,662.6,645.733,warm,200,16.867000000000075
246,resnet,small,261.3,253.722,warm,200,7.578000000000003
247,grayscale,small,16.7,10.733,warm,200,5.966999999999999
248,matrixmul,small,22.4,7.129,warm,200,15.270999999999999
249,pagerank,large,391.2,294.614,warm,200,96.58600000000001
250,genmatrix,medium,9.7,0.1969999999999999,warm,200,9.503
251,matrixmul,small,24.5,6.606,warm,200,17.894
252,linpack,large,18.7,9.673,warm,200,9.027
253,linpack,large,14.0,5.15,warm,200,8.85
254,fastfouriertransform,large,22.7,4.948,warm,200,17.752
255,grayscale,large,2828.3,2712.008,cold,200,116.29200000000037
256,grayscale,large,8075.3,2667.818,cold,200,5407.482
257,matrixmul,medium,521.1,506.18,warm,200,14.920000000000016
258,matrixmul,large,332.7,4.994,warm,200,327.706
259,grayscale,large,7498.6,2685.571,cold,200,4813.029
260,fetchdata,small,87.8,82.71199999999999,warm,200,5.088000000000008
261,matrixmul,large,19.5,5.007000000000001,warm,200,14.492999999999999
262,matrixmul,large,18.1,5.002999999999999,warm,200,13.097000000000001
263,fetchdata,large,82.5,77.486,warm,200,5.013999999999996
264,resnet,medium,136.7,130.20000000000002,warm,200,6.499999999999972
265,matrixmul,large,19.7,5.008,warm,200,14.692
266,graphgen,medium,130.7,19.642,warm,200,111.05799999999999
267,grayscale,small,376.3,6.928,warm,200,369.372
268,matrixmul,large,19.2,4.994,warm,200,14.206
269,resnet,large,141.2,120.52,warm,200,20.679999999999993
270,linpack,medium,650.9,642.383,warm,200,8.516999999999939
271,mobilenet,medium,29.4,23.024,warm,200,6.375999999999998
272,genmatrix,large,36.4,0.7929999999999999,warm,200,35.607
273,mobilenet,large,31.4,23.619,warm,200,7.780999999999999
274,fetchdata,large,79.0,74.421,warm,200,4.5789999999999935
275,fastfouriertransform,medium,656.1,638.715,warm,200,17.38499999999999
276,pagerank,large,449.9,284.585,warm,200,165.315
277,resnet,medium,128.0,120.483,warm,200,7.516999999999996
278,fastfouriertransform,small,62.6,4.875,warm,200,57.725
279,grayscale,small,3408.4,7.067,cold,200,3401.333
280,genmatrix,small,6.9,0.1379999999999999,warm,200,6.7620000000000005
281,graphgen,small,27.8,3.087,warm,200,24.713
282,genmatrix,medium,13.1,0.291,warm,200,12.809
283,resnet,small,126.4,120.897,warm,200,5.503
284,mobilenet,medium,65.3,58.959,warm,200,6.340999999999994
285,resnet,small,131.7,123.715,warm,200,7.984999999999985
286,matrixmul,medium,555.6,542.669,warm,200,12.93100000000004
287,matrixmul,small,367.7,4.992,warm,200,362.70799999999997
288,fetchdata,large,86.4,81.73700000000001,warm,200,4.662999999999997
289,graphgen,small,27.4,3.072,warm,200,24.328
290,matrixmul,small,17.1,5.002000000000001,warm,200,12.098
291,fetchdata,large,88.0,83.28,warm,200,4.719999999999999
292,pagerank,medium,65.4,44.943,warm,200,20.457000000000008
293,graphgen,large,531.5,91.809,warm,200,439.69100000000003
294,genmatrix,small,6.5,0.1399999999999999,warm,200,6.36
295,mobilenet,small,56.4,51.175,warm,200,5.225000000000001
296,mobilenet,large,110.5,59.755,warm,200,50.745
297,pagerank,large,379.4,298.694,warm,200,80.70599999999996
298,resnet,medium,152.4,146.678,warm,200,5.722000000000008
299,mobilenet,large,22.0,17.756,warm,200,4.244
300,pagerank,medium,65.7,45.636,warm,200,20.064
301,pagerank,medium,114.4,45.623,warm,200,68.77700000000002
302,fetchdata,large,87.7,82.583,warm,200,5.117000000000004
303,mobilenet,medium,22.8,18.354,warm,200,4.4460000000000015
304,grayscale,small,11.7,6.868,warm,200,4.831999999999999
305,grayscale,large,2792.5,2680.606,cold,200,111.89399999999978
306,mobilenet,large,22.6,17.924,warm,200,4.676000000000002
307,genmatrix,medium,12.5,0.288,warm,200,12.212
308,mobilenet,small,22.6,18.424,warm,200,4.176000000000002
309,grayscale,small,1946.4,7.221,warm,200,1939.179
310,grayscale,medium,1808.7,57.418,warm,200,1751.2820000000002
311,linpack,large,19.9,9.214,warm,200,10.685999999999998
312,fastfouriertransform,small,22.0,4.854,warm,200,17.146
313,fetchdata,small,89.2,83.903,warm,200,5.296999999999997
314,matrixmul,large,21.3,5.0520000000000005,warm,200,16.248
315,fetchdata,large,87.9,82.459,warm,200,5.4410000000000025
316,genmatrix,small,6.5,0.107,warm,200,6.393
317,matrixmul,medium,520.3,506.00500000000005,warm,200,14.294999999999902
318,linpack,large,14.0,5.5760000000000005,warm,200,8.424
319,mobilenet,medium,29.4,22.952,warm,200,6.447999999999997
320,graphgen,small,38.3,4.266,warm,200,34.034
321,matrixmul,medium,520.3,507.0820000000001,warm,200,13.217999999999847
322,resnet,large,135.9,128.214,warm,200,7.686000000000007
323,graphgen,large,525.9,97.498,warm,200,428.402
324,matrixmul,medium,519.8,506.868,warm,200,12.93199999999996
325,graphgen,medium,185.1,12.685,warm,200,172.415
326,grayscale,medium,69.3,57.605,warm,200,11.695
327,matrixmul,large,20.9,5.072,warm,200,15.828
328,pagerank,large,414.7,285.1,warm,200,129.59999999999997
329,genmatrix,medium,12.2,0.1969999999999999,warm,200,12.003
330,genmatrix,medium,10.3,0.192,warm,200,10.108
331,matrixmul,medium,521.4,507.5,warm,200,13.899999999999977
332,graphgen,medium,107.5,12.793,warm,200,94.707
333,linpack,large,12.2,5.081,warm,200,7.118999999999999
334,matrixmul,large,18.0,5.008,warm,200,12.992
335,fetchdata,medium,79.1,74.48100000000001,warm,200,4.618999999999986
336,fetchdata,large,79.1,74.38,warm,200,4.719999999999999
337,pagerank,small,26.4,15.815,warm,200,10.584999999999999
338,matrixmul,large,27.0,8.014000000000001,warm,200,18.985999999999997
339,resnet,large,151.2,144.951,warm,200,6.248999999999995
340,graphgen,small,27.2,2.857,warm,200,24.343
341,matrixmul,small,24.4,8.018,warm,200,16.381999999999998
342,mobilenet,small,31.1,23.035,warm,200,8.065000000000001
343,graphgen,medium,107.8,13.062,warm,200,94.738
344,matrixmul,medium,557.1,543.166,warm,200,13.933999999999969
345,genmatrix,medium,14.4,0.281,warm,200,14.119
346,linpack,medium,705.8,698.874,warm,200,6.925999999999931
347,matrixmul,medium,520.8,506.467,warm,200,14.33299999999997
348,matrixmul,medium,836.0,508.367,warm,200,327.633
349,fastfouriertransform,medium,646.1,632.937,warm,200,13.163000000000011
350,graphgen,large,521.3,97.765,warm,200,423.53499999999997
351,pagerank,small,26.7,16.475,warm,200,10.224999999999998
352,linpack,small,13.0,5.164000000000001,warm,200,7.835999999999999
353,fastfouriertransform,large,17.4,4.9350000000000005,warm,200,12.464999999999998
354,graphgen,small,26.9,2.888,warm,200,24.012
355,genmatrix,small,6.2,0.141,warm,200,6.059
356,graphgen,large,483.0,62.857,warm,200,420.14300000000003
357,fetchdata,small,133.9,128.828,warm,200,5.072000000000003
358,fetchdata,medium,120.7,83.08699999999999,warm,200,37.613000000000014
359,fastfouriertransform,large,18.0,4.867,warm,200,13.133
360,genmatrix,medium,12.8,0.287,warm,200,12.513
361,grayscale,medium,69.8,58.652,warm,200,11.147999999999996
362,fetchdata,large,88.0,83.471,warm,200,4.528999999999996
363,resnet,large,273.3,267.362,warm,200,5.937999999999988
364,fastfouriertransform,small,18.5,5.014,warm,200,13.486
365,grayscale,small,12.3,6.859999999999999,warm,200,5.440000000000001
366,resnet,small,125.6,119.963,warm,200,5.6370000000000005
367,grayscale,large,2822.1,2685.426,cold,200,136.67399999999998
368,matrixmul,medium,580.4,566.096,warm,200,14.303999999999974
369,genmatrix,small,5.7,0.103,warm,200,5.597
370,resnet,large,225.4,217.743,warm,200,7.657000000000011
371,genmatrix,small,5.5,0.105,warm,200,5.395
372,grayscale,large,7292.1,2706.75,cold,200,4585.35
373,resnet,small,245.8,239.905,warm,200,5.89500000000001
374,resnet,small,306.0,258.49,warm,200,47.50999999999999
375,linpack,large,17.0,8.266,warm,200,8.734
376,matrixmul,large,18.4,4.986,warm,200,13.413999999999998
377,linpack,small,15.0,6.776,warm,200,8.224
378,pagerank,large,429.1,280.35900000000004,warm,200,148.74099999999999
379,linpack,small,14.2,5.175,warm,200,9.024999999999999
380,matrixmul,medium,520.4,506.276,warm,200,14.123999999999967
381,fastfouriertransform,medium,665.7,639.038,warm,200,26.662000000000035
382,linpack,large,12.5,5.071,warm,200,7.429
383,mobilenet,large,28.8,23.06,warm,200,5.740000000000002
384,fetchdata,medium,79.3,74.73100000000001,warm,200,4.568999999999988
385,fetchdata,large,80.8,75.399,warm,200,5.400999999999996
386,pagerank,large,418.6,301.891,warm,200,116.709
387,grayscale,large,4275.9,2676.614,cold,200,1599.2859999999996
388,pagerank,medium,75.4,45.447,warm,200,29.953000000000003
389,mobilenet,medium,28.4,22.928,warm,200,5.471999999999998
390,resnet,medium,148.8,141.076,warm,200,7.724000000000018
391,linpack,small,13.4,5.116,warm,200,8.284
392,fastfouriertransform,medium,620.7,602.3870000000001,warm,200,18.312999999999988
393,mobilenet,small,29.1,23.666,warm,200,5.434000000000001
394,mobilenet,large,30.9,22.918,warm,200,7.981999999999999
395,resnet,large,128.8,121.521,warm,200,7.279000000000011
396,matrixmul,medium,561.7,546.35,warm,200,15.350000000000023
397,graphgen,medium,141.8,19.526000000000003,warm,200,122.274
398,linpack,small,12.4,5.151,warm,200,7.2490000000000006
399,mobilenet,small,29.0,23.396,warm,200,5.603999999999999
400,linpack,medium,691.6,683.314,warm,200,8.286000000000058
401,linpack,medium,1138.6,644.7819999999999,warm,200,493.818
402,resnet,large,133.6,126.875,warm,200,6.724999999999994
403,grayscale,large,3787.2,2711.527,cold,200,1075.6729999999998
404,graphgen,large,500.0,63.645,warm,200,436.355
405,genmatrix,small,7.5,0.1399999999999999,warm,200,7.36
406,genmatrix,large,51.0,1.198,warm,200,49.802
407,matrixmul,medium,522.2,508.348,warm,200,13.852000000000032
408,pagerank,small,30.7,10.772,warm,200,19.927999999999997
409,mobilenet,large,31.1,22.958,warm,200,8.142000000000003
410,mobilenet,medium,27.8,23.198,warm,200,4.602
411,graphgen,small,26.8,2.862,warm,200,23.938000000000002
412,grayscale,small,1942.6,7.608,warm,200,1934.992
413,matrixmul,large,18.4,5.04,warm,200,13.36
414,genmatrix,medium,217.9,0.281,warm,200,217.619
415,resnet,medium,126.9,121.474,warm,200,5.426000000000002
416,mobilenet,large,22.5,17.913999999999998,warm,200,4.586000000000002
417,pagerank,medium,135.8,55.723,warm,200,80.07700000000001
418,matrixmul,large,16.8,5.036,warm,200,11.764000000000001
419,pagerank,medium,67.3,45.05,warm,200,22.25
420,linpack,large,11.9,5.1000000000000005,warm,200,6.8
421,mobilenet,medium,22.2,17.867,warm,200,4.332999999999998
422,grayscale,medium,69.9,57.338,warm,200,12.562000000000005
423,genmatrix,small,6.3,0.1379999999999999,warm,200,6.162
424,genmatrix,medium,12.7,0.285,warm,200,12.415
425,fastfouriertransform,large,17.9,4.966,warm,200,12.933999999999997
426,pagerank,large,376.8,292.84700000000004,warm,200,83.95299999999997
427,fetchdata,small,88.6,83.313,warm,200,5.286999999999992
428,genmatrix,large,50.4,1.174,warm,200,49.226
429,mobilenet,medium,23.0,18.189,warm,200,4.811
430,resnet,large,242.9,236.099,warm,200,6.801000000000016
431,resnet,medium,423.6,378.192,warm,200,45.408000000000015
432,fastfouriertransform,small,22.9,4.951,warm,200,17.948999999999998
433,grayscale,small,12.7,6.949000000000001,warm,200,5.750999999999999
434,linpack,small,13.8,5.096,warm,200,8.704
435,grayscale,small,13.2,6.897,warm,200,6.302999999999999
436,pagerank,small,19.2,10.344,warm,200,8.856
437,grayscale,small,12.9,6.962999999999999,warm,200,5.937000000000001
438,graphgen,large,514.2,88.855,warm,200,425.345
439,grayscale,large,2815.7,2693.24,cold,200,122.46000000000004
440,fetchdata,large,94.1,87.054,warm,200,7.045999999999992
441,mobilenet,small,28.4,22.993,warm,200,5.407
442,graphgen,large,493.5,64.36,warm,200,429.14
443,grayscale,medium,2039.3,79.00500000000001,cold,200,1960.2949999999998
444,mobilenet,medium,28.7,22.954,warm,200,5.745999999999999
445,linpack,small,12.8,5.077,warm,200,7.723000000000001
446,graphgen,medium,107.9,12.684,warm,200,95.21600000000001
447,mobilenet,small,34.0,28.741,warm,200,5.259
448,fastfouriertransform,medium,678.5,663.931,warm,200,14.56899999999996
449,mobilenet,small,29.0,23.567,warm,200,5.433
450,resnet,large,148.6,138.743,warm,200,9.857
451,graphgen,small,58.4,34.642,warm,200,23.757999999999996
452,fetchdata,large,78.7,73.881,warm,200,4.819000000000003
453,grayscale,small,45.9,7.3,warm,200,38.6
454,genmatrix,small,6.8,0.104,warm,200,6.696
455,pagerank,medium,95.8,70.798,warm,200,25.001999999999995
456,resnet,large,130.4,124.413,warm,200,5.987000000000009
457,resnet,small,130.8,125.543,warm,200,5.257000000000005
458,pagerank,medium,116.0,45.982,warm,200,70.018
459,mobilenet,medium,28.0,23.097,warm,200,4.902999999999999
