index,function,size,latency_ms,execution_time_sec,type,status,diff
54,pagerank,large,401.3,289.21599999999995,warm,200,112.08400000000006
55,grayscale,large,5313.3,2713.521,cold,200,2599.779
56,resnet,medium,152.0,146.598,warm,200,5.401999999999987
57,resnet,medium,137.2,128.94400000000002,warm,200,8.255999999999972
58,linpack,small,14.8,8.063,warm,200,6.737
59,fetchdata,large,91.1,85.179,warm,200,5.920999999999992
60,mobilenet,small,27.5,22.269,warm,200,5.231000000000002
61,graphgen,small,38.1,4.287,warm,200,33.813
62,fetchdata,large,92.1,86.177,warm,200,5.922999999999988
63,fetchdata,large,91.4,86.174,warm,200,5.225999999999999
64,matrixmul,large,17.6,5.111,warm,200,12.489
65,fastfouriertransform,medium,648.7,635.4309999999999,warm,200,13.26900000000012
66,matrixmul,large,17.0,5.019,warm,200,11.981
67,mobilenet,large,28.7,22.948,warm,200,5.751999999999999
68,grayscale,large,5519.1,2687.244,cold,200,2831.856
69,graphgen,large,539.8,95.966,warm,200,443.83399999999995
70,fastfouriertransform,large,18.2,4.91,warm,200,13.29
71,pagerank,medium,66.3,46.487,warm,200,19.812999999999995
72,linpack,small,15.4,8.092,warm,200,7.308
73,grayscale,medium,1738.7,76.589,warm,200,1662.111
74,fetchdata,medium,89.9,84.775,warm,200,5.125
75,graphgen,large,483.7,62.807,warm,200,420.893
76,grayscale,large,6653.1,2691.376,cold,200,3961.724
77,fetchdata,large,143.2,85.005,warm,200,58.19499999999999
78,fastfouriertransform,large,19.0,5.183,warm,200,13.817
79,grayscale,large,8878.6,2675.74,cold,200,6202.860000000001
80,pagerank,large,430.8,280.26800000000003,warm,200,150.53199999999998
81,genmatrix,small,7.3,0.1369999999999999,warm,200,7.163
82,linpack,small,14.6,8.093,warm,200,6.507
83,pagerank,large,370.6,292.461,warm,200,78.13900000000001
84,graphgen,large,490.1,63.302,warm,200,426.798
85,linpack,medium,684.8,678.0939999999999,warm,200,6.706000000000017
86,graphgen,small,128.5,3.005,warm,200,125.495
87,linpack,medium,927.7,641.044,warm,200,286.65600000000006
88,genmatrix,small,6.1,0.142,warm,200,5.957999999999999
89,genmatrix,large,51.0,1.188,warm,200,49.812
90,fastfouriertransform,small,20.5,4.87,warm,200,15.629999999999999
91,mobilenet,small,27.2,22.568,warm,200,4.631999999999998
92,pagerank,small,18.3,10.457,warm,200,7.843
93,fetchdata,large,88.6,83.48,warm,200,5.11999999999999
94,mobilenet,large,22.0,17.533,warm,200,4.466999999999999
95,fetchdata,medium,89.1,84.333,warm,200,4.766999999999996
96,pagerank,large,378.0,296.732,warm,200,81.26799999999997
97,matrixmul,small,22.7,7.45,warm,200,15.25
98,pagerank,large,414.1,285.66,warm,200,128.44
99,genmatrix,large,50.6,1.232,warm,200,49.368
100,grayscale,medium,1869.2,78.574,warm,200,1790.626
101,linpack,medium,663.5,656.266,warm,200,7.234000000000037
102,pagerank,medium,63.9,44.386,warm,200,19.513999999999996
103,fastfouriertransform,small,24.1,7.581,warm,200,16.519000000000002
104,genmatrix,small,6.1,0.144,warm,200,5.9559999999999995
105,linpack,small,12.2,5.134,warm,200,7.065999999999999
106,resnet,large,126.6,121.869,warm,200,4.7309999999999945
107,genmatrix,large,51.2,1.168,warm,200,50.032000000000004
108,genmatrix,small,5.5,0.109,warm,200,5.391
109,fastfouriertransform,large,69.4,7.64,warm,200,61.760000000000005
110,graphgen,small,37.2,4.453,warm,200,32.747
111,fastfouriertransform,small,23.6,7.569,warm,200,16.031000000000002
112,linpack,small,15.1,7.992000000000001,warm,200,7.107999999999999
113,pagerank,small,24.4,14.871,warm,200,9.528999999999998
114,grayscale,large,4567.5,2696.985,cold,200,1870.5149999999999
115,mobilenet,small,28.1,23.132,warm,200,4.968
116,pagerank,small,25.7,15.944,warm,200,9.755999999999998
117,resnet,large,127.9,120.823,warm,200,7.077000000000012
118,mobilenet,small,27.9,22.233,warm,200,5.666999999999998
119,mobilenet,medium,31.3,22.367,warm,200,8.933
120,genmatrix,small,5.3,0.106,warm,200,5.194
121,fastfouriertransform,large,24.1,7.598,warm,200,16.502000000000002
122,matrixmul,medium,522.2,509.474,warm,200,12.726000000000056
123,matrixmul,medium,841.8,511.321,warm,200,330.4789999999999
124,mobilenet,large,31.1,24.297,warm,200,6.803000000000001
125,graphgen,large,511.1,89.215,warm,200,421.885
126,fastfouriertransform,small,20.1,7.612,warm,200,12.488000000000001
127,matrixmul,large,52.7,5.0,warm,200,47.7
128,linpack,small,15.3,8.024999999999999,warm,200,7.275000000000002
129,genmatrix,small,5.5,0.111,warm,200,5.389
130,genmatrix,large,36.0,0.821,warm,200,35.179
131,mobilenet,small,22.4,17.753,warm,200,4.6469999999999985
132,matrixmul,small,23.1,7.941,warm,200,15.159000000000002
133,grayscale,medium,788.7,79.622,warm,200,709.0780000000001
134,genmatrix,small,6.4,0.143,warm,200,6.257000000000001
135,mobilenet,large,22.5,17.488,warm,200,5.0120000000000005
136,fastfouriertransform,small,18.1,4.879,warm,200,13.221000000000002
137,pagerank,small,24.8,15.843,warm,200,8.957
138,fastfouriertransform,small,17.3,4.854,warm,200,12.446000000000002
139,fetchdata,medium,90.4,84.59400000000001,warm,200,5.805999999999997
140,mobilenet,medium,22.3,17.656000000000002,warm,200,4.643999999999998
141,genmatrix,medium,12.6,0.295,warm,200,12.305
142,graphgen,small,26.2,2.699,warm,200,23.500999999999998
143,matrixmul,small,22.7,7.997000000000001,warm,200,14.703
144,matrixmul,medium,563.9,549.165,warm,200,14.735000000000014
145,mobilenet,medium,22.2,17.72,warm,200,4.48
146,matrixmul,large,172.7,4.989999999999999,warm,200,167.70999999999998
147,pagerank,large,365.4,287.862,warm,200,77.53799999999995
148,mobilenet,small,22.6,18.211,warm,200,4.389000000000003
149,genmatrix,medium,12.2,0.284,warm,200,11.915999999999999
150,genmatrix,small,6.3,0.1399999999999999,warm,200,6.16
151,resnet,large,127.8,122.826,warm,200,4.974000000000004
152,pagerank,small,18.1,9.969,warm,200,8.131000000000002
153,linpack,small,11.7,5.091,warm,200,6.608999999999999
154,graphgen,large,515.3,90.558,warm,200,424.74199999999996
155,mobilenet,large,31.7,22.705,warm,200,8.995000000000001
156,pagerank,small,18.3,9.8,warm,200,8.5
157,graphgen,large,488.5,64.044,warm,200,424.456
158,fastfouriertransform,small,20.3,7.596999999999999,warm,200,12.703000000000003
159,fastfouriertransform,large,21.1,7.582,warm,200,13.518
160,fastfouriertransform,large,20.1,7.615,warm,200,12.485000000000001
161,genmatrix,medium,12.3,0.292,warm,200,12.008000000000001
162,fastfouriertransform,large,19.9,7.538,warm,200,12.361999999999998
163,genmatrix,large,50.8,1.24,warm,200,49.559999999999995
164,resnet,small,126.7,122.358,warm,200,4.341999999999999
165,resnet,small,147.0,142.942,warm,200,4.057999999999993
166,matrixmul,large,17.6,4.988,warm,200,12.612000000000002
167,resnet,large,124.4,119.56,warm,200,4.840000000000003
168,pagerank,medium,146.0,123.516,warm,200,22.483999999999995
169,grayscale,small,16.2,10.806,warm,200,5.394
170,linpack,small,11.5,5.059,warm,200,6.441
171,grayscale,medium,91.4,78.872,warm,200,12.528000000000006
172,fetchdata,large,90.1,84.56099999999999,warm,200,5.5390000000000015
173,grayscale,medium,67.3,57.359,warm,200,9.940999999999995
174,linpack,small,15.3,8.030000000000001,warm,200,7.27
175,graphgen,medium,104.0,12.541,warm,200,91.459
176,resnet,large,128.2,123.82,warm,200,4.3799999999999955
177,fastfouriertransform,small,45.7,4.874,warm,200,40.826
178,pagerank,small,17.9,10.129,warm,200,7.770999999999999
179,pagerank,medium,64.9,45.31,warm,200,19.590000000000003
180,fetchdata,medium,90.8,84.869,warm,200,5.930999999999997
181,fastfouriertransform,small,17.6,4.877000000000001,warm,200,12.723
182,linpack,medium,690.8,683.145,warm,200,7.654999999999973
183,fetchdata,medium,89.5,84.5,warm,200,5.0
184,pagerank,large,383.7,286.538,warm,200,97.16199999999998
185,grayscale,large,2823.6,2711.992,cold,200,111.60799999999972
186,pagerank,small,18.8,10.348,warm,200,8.452
187,pagerank,medium,71.3,47.424,warm,200,23.875999999999998
188,fastfouriertransform,small,21.3,4.856,warm,200,16.444000000000003
189,grayscale,small,1972.3,7.241,warm,200,1965.059
190,fastfouriertransform,large,21.4,4.904000000000001,warm,200,16.496
191,pagerank,small,202.6,10.217,warm,200,192.38299999999998
192,grayscale,medium,1441.1,58.815,warm,200,1382.2849999999999
193,resnet,small,149.1,143.761,warm,200,5.338999999999999
194,linpack,small,12.8,5.842,warm,200,6.958000000000001
195,grayscale,large,3614.5,2668.174,cold,200,946.326
196,mobilenet,medium,22.6,17.908,warm,200,4.692
197,graphgen,small,37.2,4.44,warm,200,32.760000000000005
198,matrixmul,medium,516.5,504.493,warm,200,12.007000000000005
199,graphgen,small,42.5,4.48,warm,200,38.019999999999996
200,linpack,small,11.9,5.066,warm,200,6.8340000000000005
201,grayscale,small,2341.9,6.9430000000000005,cold,200,2334.957
202,mobilenet,large,30.2,25.396,warm,200,4.8039999999999985
203,matrixmul,large,17.2,5.022,warm,200,12.177999999999999
204,graphgen,small,37.2,4.63,warm,200,32.57
205,fastfouriertransform,large,24.0,7.606,warm,200,16.394
206,fetchdata,large,142.5,137.804,warm,200,4.695999999999998
207,graphgen,medium,142.0,19.611,warm,200,122.389
208,resnet,large,128.9,121.292,warm,200,7.608000000000004
209,fetchdata,medium,90.3,85.537,warm,200,4.762999999999991
210,fetchdata,small,89.8,84.92,warm,200,4.8799999999999955
211,grayscale,medium,429.2,59.229,warm,200,369.971
212,graphgen,medium,103.9,12.435,warm,200,91.465
213,genmatrix,large,35.8,0.7789999999999999,warm,200,35.021
214,genmatrix,large,35.4,0.768,warm,200,34.632
215,fastfouriertransform,medium,657.4,640.583,warm,200,16.817000000000007
216,pagerank,medium,143.5,116.908,warm,200,26.592
217,resnet,large,128.8,119.814,warm,200,8.986000000000018
218,fetchdata,small,89.8,85.135,warm,200,4.664999999999992
219,fetchdata,small,89.0,84.368,warm,200,4.632000000000005
220,matrixmul,small,16.8,5.014,warm,200,11.786000000000001
221,fetchdata,large,90.5,85.435,warm,200,5.064999999999998
222,linpack,medium,671.9,664.818,warm,200,7.081999999999994
223,genmatrix,medium,9.4,0.1979999999999999,warm,200,9.202
224,fetchdata,large,90.8,86.12100000000001,warm,200,4.678999999999988
225,fastfouriertransform,medium,616.2,603.153,warm,200,13.047000000000025
226,graphgen,medium,104.7,12.531,warm,200,92.169
227,genmatrix,small,6.7,0.16,warm,200,6.54
228,mobilenet,medium,23.1,18.186,warm,200,4.9140000000000015
229,grayscale,small,12.0,6.872,warm,200,5.128
230,genmatrix,small,6.3,0.1389999999999999,warm,200,6.161
231,genmatrix,medium,12.8,0.287,warm,200,12.513
232,linpack,medium,650.4,643.5340000000001,warm,200,6.865999999999872
233,fastfouriertransform,medium,619.7,602.6089999999999,warm,200,17.091000000000122
234,linpack,large,257.2,5.036,warm,200,252.164
235,pagerank,medium,66.7,46.701,warm,200,19.999000000000002
236,pagerank,medium,66.4,46.438,warm,200,19.962000000000003
237,graphgen,small,36.3,4.041,warm,200,32.259
238,grayscale,small,11.4,6.771,warm,200,4.6290000000000004
239,resnet,medium,125.7,121.079,warm,200,4.621000000000009
240,graphgen,small,38.1,4.516,warm,200,33.584
241,resnet,medium,131.4,126.696,warm,200,4.704000000000008
242,linpack,large,11.9,5.083,warm,200,6.817
243,linpack,medium,650.0,642.772,warm,200,7.227999999999952
244,resnet,large,129.0,121.361,warm,200,7.638999999999996
245,fastfouriertransform,medium,640.1,624.301,warm,200,15.798999999999978
246,resnet,small,129.6,125.42900000000002,warm,200,4.170999999999978
247,grayscale,small,16.2,10.716,warm,200,5.484
248,matrixmul,small,17.5,5.013,warm,200,12.487
249,pagerank,large,396.2,288.127,warm,200,108.07299999999998
250,genmatrix,medium,9.5,0.1969999999999999,warm,200,9.303
251,matrixmul,small,17.3,5.017,warm,200,12.283000000000001
252,linpack,large,15.3,8.001,warm,200,7.299000000000001
253,linpack,large,15.3,7.978000000000001,warm,200,7.322
254,fastfouriertransform,large,21.3,4.923,warm,200,16.377000000000002
255,grayscale,large,2814.0,2700.5530000000003,cold,200,113.44699999999966
256,grayscale,large,8027.9,2687.46,cold,200,5340.44
257,matrixmul,medium,521.0,508.021,warm,200,12.978999999999985
258,matrixmul,large,332.0,4.976,warm,200,327.024
259,grayscale,large,7488.2,2685.7470000000003,cold,200,4802.4529999999995
260,fetchdata,small,90.7,85.241,warm,200,5.459000000000003
261,matrixmul,large,23.5,5.009,warm,200,18.491
262,matrixmul,large,18.4,5.041,warm,200,13.358999999999998
263,fetchdata,large,90.0,84.819,warm,200,5.180999999999997
264,resnet,medium,154.1,148.848,warm,200,5.251999999999981
265,matrixmul,large,16.5,5.002000000000001,warm,200,11.498
266,graphgen,medium,135.9,19.671,warm,200,116.22900000000001
267,grayscale,small,361.2,6.922000000000001,warm,200,354.27799999999996
268,matrixmul,large,22.9,7.643,warm,200,15.256999999999998
269,resnet,large,127.7,122.088,warm,200,5.612000000000009
270,linpack,medium,691.1,684.1859999999999,warm,200,6.914000000000101
271,mobilenet,medium,23.2,17.619,warm,200,5.5809999999999995
272,genmatrix,large,51.4,1.2,warm,200,50.199999999999996
273,mobilenet,large,23.1,17.791,warm,200,5.309000000000001
274,fetchdata,large,88.4,83.741,warm,200,4.659000000000006
275,fastfouriertransform,medium,649.5,636.6650000000001,warm,200,12.834999999999923
276,pagerank,large,435.0,284.06,warm,200,150.94
277,resnet,medium,216.6,211.65,warm,200,4.949999999999989
278,fastfouriertransform,small,56.0,4.815,warm,200,51.185
279,grayscale,small,3420.1,12.022,cold,200,3408.078
280,genmatrix,small,6.4,0.1389999999999999,warm,200,6.261
281,graphgen,small,26.7,3.006,warm,200,23.694
282,genmatrix,medium,12.5,0.29,warm,200,12.21
283,resnet,small,124.0,119.8,warm,200,4.200000000000003
284,mobilenet,medium,22.3,17.576999999999998,warm,200,4.7230000000000025
285,resnet,small,125.0,119.323,warm,200,5.677000000000007
286,matrixmul,medium,570.4,558.3489999999999,warm,200,12.051000000000045
287,matrixmul,small,381.0,4.991,warm,200,376.009
288,fetchdata,large,91.3,86.362,warm,200,4.938000000000002
289,graphgen,small,26.2,3.036,warm,200,23.163999999999998
290,matrixmul,small,17.4,5.002999999999999,warm,200,12.396999999999998
291,fetchdata,large,89.6,84.905,warm,200,4.694999999999993
292,pagerank,medium,70.8,45.652,warm,200,25.147999999999996
293,graphgen,large,525.9,93.475,warm,200,432.42499999999995
294,genmatrix,small,4.9,0.104,warm,200,4.796
295,mobilenet,small,27.9,22.902,warm,200,4.9979999999999976
296,mobilenet,large,41.4,22.983,warm,200,18.416999999999998
297,pagerank,large,368.7,290.354,warm,200,78.346
298,resnet,medium,148.5,144.03,warm,200,4.469999999999999
299,mobilenet,large,27.7,23.116,warm,200,4.584
300,pagerank,medium,66.9,46.385000000000005,warm,200,20.515
301,pagerank,medium,116.0,46.973,warm,200,69.027
302,fetchdata,large,91.3,86.503,warm,200,4.796999999999997
303,mobilenet,medium,28.4,23.713,warm,200,4.686999999999998
304,grayscale,small,11.4,6.899,warm,200,4.501
305,grayscale,large,2830.3,2680.1910000000003,cold,200,150.10899999999992
306,mobilenet,large,28.0,23.241,warm,200,4.759
307,genmatrix,medium,9.3,0.196,warm,200,9.104000000000001
308,mobilenet,small,28.8,23.574,warm,200,5.225999999999999
309,grayscale,small,1948.3,12.616,warm,200,1935.684
310,grayscale,medium,1842.0,71.577,warm,200,1770.423
311,linpack,large,15.5,8.005999999999998,warm,200,7.4940000000000015
312,fastfouriertransform,small,20.4,7.157,warm,200,13.242999999999999
313,fetchdata,small,90.9,85.905,warm,200,4.9950000000000045
314,matrixmul,large,22.6,7.936,warm,200,14.664000000000001
315,fetchdata,large,95.4,90.086,warm,200,5.314000000000007
316,genmatrix,small,6.3,0.1379999999999999,warm,200,6.162
317,matrixmul,medium,578.8,566.517,warm,200,12.282999999999902
318,linpack,large,14.9,7.99,warm,200,6.91
319,mobilenet,medium,22.5,17.72,warm,200,4.780000000000001
320,graphgen,small,36.5,4.276000000000001,warm,200,32.224
321,matrixmul,medium,519.8,507.734,warm,200,12.065999999999974
322,resnet,large,140.9,132.607,warm,200,8.293000000000006
323,graphgen,large,487.3,63.745,warm,200,423.555
324,matrixmul,medium,523.0,507.189,warm,200,15.810999999999979
325,graphgen,medium,151.5,13.332,warm,200,138.168
326,grayscale,medium,68.8,57.851,warm,200,10.948999999999998
327,matrixmul,large,17.0,4.997,warm,200,12.003
328,pagerank,large,369.3,287.018,warm,200,82.28200000000004
329,genmatrix,medium,12.2,0.288,warm,200,11.911999999999999
330,genmatrix,medium,12.0,0.283,warm,200,11.717
331,matrixmul,medium,519.8,507.601,warm,200,12.198999999999955
332,graphgen,medium,104.4,12.871,warm,200,91.52900000000001
333,linpack,large,11.4,5.169,warm,200,6.231000000000001
334,matrixmul,large,17.0,5.033,warm,200,11.966999999999999
335,fetchdata,medium,89.7,85.325,warm,200,4.375
336,fetchdata,large,88.4,83.997,warm,200,4.403000000000006
337,pagerank,small,17.8,10.088,warm,200,7.7120000000000015
338,matrixmul,large,16.8,5.032,warm,200,11.768
339,resnet,large,131.5,122.659,warm,200,8.840999999999994
340,graphgen,small,26.0,2.851,warm,200,23.149
341,matrixmul,small,16.7,5.011,warm,200,11.689
342,mobilenet,small,31.4,22.691,warm,200,8.709
343,graphgen,medium,103.8,12.782,warm,200,91.018
344,matrixmul,medium,603.2,542.6220000000001,warm,200,60.577999999999975
345,genmatrix,medium,9.2,0.1979999999999999,warm,200,9.001999999999999
346,linpack,medium,654.5,647.513,warm,200,6.986999999999966
347,matrixmul,medium,519.0,506.679,warm,200,12.321000000000026
348,matrixmul,medium,831.0,507.026,warm,200,323.974
349,fastfouriertransform,medium,638.2,625.364,warm,200,12.836000000000013
350,graphgen,large,510.5,88.527,warm,200,421.973
351,pagerank,small,18.9,10.077,warm,200,8.822999999999999
352,linpack,small,11.7,5.146000000000001,warm,200,6.5539999999999985
353,fastfouriertransform,large,19.2,4.913,warm,200,14.286999999999999
354,graphgen,small,26.3,2.815,warm,200,23.485
355,genmatrix,small,4.9,0.103,warm,200,4.797000000000001
356,graphgen,large,486.7,63.60300000000001,warm,200,423.097
357,fetchdata,small,140.0,134.68099999999998,warm,200,5.319000000000017
358,fetchdata,medium,124.6,84.658,warm,200,39.94199999999999
359,fastfouriertransform,large,18.3,4.934,warm,200,13.366
360,genmatrix,medium,9.4,0.201,warm,200,9.199
361,grayscale,medium,93.4,81.633,warm,200,11.76700000000001
362,fetchdata,large,89.6,84.809,warm,200,4.790999999999997
363,resnet,large,153.5,147.471,warm,200,6.028999999999996
364,fastfouriertransform,small,21.8,4.869,warm,200,16.931
365,grayscale,small,12.2,6.879,warm,200,5.321
366,resnet,small,128.7,122.395,warm,200,6.304999999999993
367,grayscale,large,2786.0,2676.438,cold,200,109.5619999999999
368,matrixmul,medium,547.8,536.002,warm,200,11.798000000000002
369,genmatrix,small,7.3,0.141,warm,200,7.159
370,resnet,large,126.1,121.163,warm,200,4.936999999999998
371,genmatrix,small,6.0,0.136,warm,200,5.864
372,grayscale,large,4514.0,2692.706,cold,200,1821.2939999999999
373,resnet,small,124.2,119.852,warm,200,4.347999999999999
374,resnet,small,127.1,122.771,warm,200,4.3289999999999935
375,linpack,large,14.8,8.002,warm,200,6.798
376,matrixmul,large,18.9,5.009,warm,200,13.890999999999998
377,linpack,small,14.4,7.563000000000001,warm,200,6.837
378,pagerank,large,365.5,286.831,warm,200,78.66899999999998
379,linpack,small,11.6,5.087000000000001,warm,200,6.512999999999999
380,matrixmul,medium,527.5,514.988,warm,200,12.511999999999944
381,fastfouriertransform,medium,649.5,633.2520000000001,warm,200,16.247999999999934
382,linpack,large,12.1,5.129,warm,200,6.971
383,mobilenet,large,31.5,23.599,warm,200,7.901
384,fetchdata,medium,89.8,84.934,warm,200,4.866
385,fetchdata,large,90.1,85.13900000000001,warm,200,4.960999999999984
386,pagerank,large,432.8,286.192,warm,200,146.608
387,grayscale,large,4245.4,2694.032,cold,200,1551.3679999999995
388,pagerank,medium,89.9,46.329,warm,200,43.571000000000005
389,mobilenet,medium,29.7,23.818,warm,200,5.881999999999998
390,resnet,medium,145.0,138.691,warm,200,6.3089999999999975
391,linpack,small,12.2,5.071,warm,200,7.129
392,fastfouriertransform,medium,620.6,603.4929999999999,warm,200,17.107000000000085
393,mobilenet,small,28.9,23.946,warm,200,4.953999999999997
394,mobilenet,large,27.9,23.029,warm,200,4.870999999999999
395,resnet,large,124.0,119.798,warm,200,4.201999999999998
396,matrixmul,medium,562.3,549.5020000000001,warm,200,12.797999999999888
397,graphgen,medium,149.2,19.287,warm,200,129.91299999999998
398,linpack,small,11.7,5.049,warm,200,6.650999999999999
399,mobilenet,small,31.9,22.81,warm,200,9.09
400,linpack,medium,650.6,643.4069999999999,warm,200,7.193000000000097
401,linpack,medium,1130.4,678.179,warm,200,452.2210000000001
402,resnet,large,124.4,119.974,warm,200,4.426000000000002
403,grayscale,large,3778.1,2700.979,cold,200,1077.121
404,graphgen,large,485.7,63.845,warm,200,421.855
405,genmatrix,small,5.4,0.103,warm,200,5.297000000000001
406,genmatrix,large,36.0,0.795,warm,200,35.205
407,matrixmul,medium,519.5,507.047,warm,200,12.452999999999975
408,pagerank,small,28.4,15.858,warm,200,12.541999999999998
409,mobilenet,large,22.4,17.791999999999998,warm,200,4.6080000000000005
410,mobilenet,medium,23.4,17.743,warm,200,5.657
411,graphgen,small,26.2,2.823,warm,200,23.377
412,grayscale,small,1932.1,11.624,warm,200,1920.4759999999999
413,matrixmul,large,16.8,5.023,warm,200,11.777000000000001
414,genmatrix,medium,12.6,0.285,warm,200,12.315
415,resnet,medium,225.3,216.062,warm,200,9.238
416,mobilenet,large,22.5,17.495,warm,200,5.004999999999999
417,pagerank,medium,90.5,66.621,warm,200,23.879000000000005
418,matrixmul,large,16.8,5.021,warm,200,11.779
419,pagerank,medium,116.8,45.877,warm,200,70.923
420,linpack,large,11.7,5.081,warm,200,6.618999999999999
421,mobilenet,medium,22.8,18.204,warm,200,4.596
422,grayscale,medium,67.1,57.073,warm,200,10.026999999999994
423,genmatrix,small,5.9,0.1379999999999999,warm,200,5.7620000000000005
424,genmatrix,medium,11.8,0.285,warm,200,11.515
425,fastfouriertransform,large,20.6,7.634,warm,200,12.966000000000001
426,pagerank,large,380.2,283.208,warm,200,96.99199999999996
427,fetchdata,small,90.2,85.351,warm,200,4.849000000000004
428,genmatrix,large,45.6,1.047,warm,200,44.553000000000004
429,mobilenet,medium,28.7,23.128,warm,200,5.571999999999999
430,resnet,large,125.6,119.953,warm,200,5.646999999999991
431,resnet,medium,128.9,124.665,warm,200,4.234999999999999
432,fastfouriertransform,small,24.7,7.592,warm,200,17.108
433,grayscale,small,11.8,6.876,warm,200,4.924
434,linpack,small,15.2,8.033,warm,200,7.167
435,grayscale,small,11.8,6.834,warm,200,4.966000000000001
436,pagerank,small,121.7,10.126,warm,200,111.574
437,grayscale,small,14.1,8.542,warm,200,5.558
438,graphgen,large,509.4,85.83300000000001,warm,200,423.56699999999995
439,grayscale,large,2869.2,2726.4750000000004,cold,200,142.72499999999945
440,fetchdata,large,89.8,84.72,warm,200,5.079999999999998
441,mobilenet,small,28.3,23.058,warm,200,5.242000000000001
442,graphgen,large,484.8,63.668,warm,200,421.132
443,grayscale,medium,2064.7,78.671,cold,200,1986.0289999999998
444,mobilenet,medium,27.8,22.751,warm,200,5.0489999999999995
445,linpack,small,14.9,8.029,warm,200,6.871
446,graphgen,medium,106.1,12.675,warm,200,93.425
447,mobilenet,small,31.4,23.199,warm,200,8.200999999999997
448,fastfouriertransform,medium,685.2,672.239,warm,200,12.961000000000013
449,mobilenet,small,22.5,17.791999999999998,warm,200,4.708000000000002
450,resnet,large,156.7,151.796,warm,200,4.903999999999996
451,graphgen,small,57.8,34.638000000000005,warm,200,23.161999999999992
452,fetchdata,large,91.1,85.95800000000001,warm,200,5.141999999999982
453,grayscale,small,80.8,8.593,warm,200,72.207
454,genmatrix,small,5.5,0.103,warm,200,5.397
455,pagerank,medium,90.0,65.06,warm,200,24.939999999999998
456,resnet,large,125.1,120.62,warm,200,4.47999999999999
457,resnet,small,129.3,122.31,warm,200,6.990000000000009
458,pagerank,medium,138.4,56.983,warm,200,81.417
459,mobilenet,medium,22.0,17.474,warm,200,4.526
