request_id,scheduled_time,function,payload_size
270,270.0,resnet,small
271,271.0,resnet,medium
272,272.0,resnet,small
273,273.0,resnet,large
274,274.0,resnet,large
275,275.0,mobilenet,medium
276,276.0,resnet,small
277,277.0,resnet,small
278,278.0,resnet,medium
279,279.0,resnet,large
280,280.0,mobilenet,small
281,281.0,mobilenet,small
282,282.0,resnet,large
283,283.0,mobilenet,large
284,284.0,mobilenet,small
285,285.0,resnet,medium
286,286.0,resnet,large
287,287.0,resnet,medium
288,288.0,mobilenet,small
289,289.0,resnet,medium
290,290.0,mobilenet,large
291,291.0,resnet,medium
292,292.0,mobilenet,medium
293,293.0,resnet,medium
294,294.0,resnet,large
295,295.0,mobilenet,medium
296,296.0,mobilenet,medium
297,297.0,resnet,medium
298,298.0,mobilenet,medium
299,299.0,resnet,large
300,300.0,resnet,large
301,301.0,mobilenet,medium
302,302.0,mobilenet,large
303,303.0,mobilenet,medium
304,304.0,mobilenet,small
305,305.0,resnet,small
306,306.0,resnet,small
307,307.0,mobilenet,medium
308,308.0,resnet,medium
309,309.0,mobilenet,medium
310,310.0,resnet,medium
311,311.0,resnet,medium
312,312.0,resnet,medium
313,313.0,mobilenet,medium
314,314.0,mobilenet,large
315,315.0,mobilenet,medium
316,316.0,mobilenet,large
317,317.0,mobilenet,large
318,318.0,mobilenet,small
319,319.0,mobilenet,small
320,320.0,mobilenet,large
321,321.0,mobilenet,small
322,322.0,mobilenet,medium
323,323.0,mobilenet,large
324,324.0,mobilenet,medium
325,325.0,resnet,medium
326,326.0,mobilenet,large
327,327.0,mobilenet,small
328,328.0,resnet,small
329,329.0,mobilenet,medium
330,330.0,resnet,medium
331,331.0,mobilenet,small
332,332.0,mobilenet,small
333,333.0,resnet,large
334,334.0,mobilenet,large
335,335.0,mobilenet,medium
336,336.0,resnet,large
337,337.0,resnet,small
338,338.0,resnet,small
339,339.0,resnet,medium
340,340.0,mobilenet,medium
341,341.0,resnet,large
342,342.0,resnet,large
343,343.0,mobilenet,medium
344,344.0,mobilenet,large
345,345.0,resnet,large
346,346.0,resnet,medium
347,347.0,resnet,large
348,348.0,resnet,medium
349,349.0,mobilenet,small
350,350.0,resnet,medium
351,351.0,mobilenet,medium
352,352.0,resnet,medium
353,353.0,mobilenet,medium
354,354.0,resnet,small
355,355.0,resnet,small
356,356.0,resnet,medium
357,357.0,resnet,medium
358,358.0,resnet,large
359,359.0,mobilenet,large
360,360.0,mobilenet,small
361,361.0,mobilenet,large
362,362.0,resnet,medium
363,363.0,mobilenet,large
364,364.0,resnet,large
365,365.0,resnet,medium
366,366.0,mobilenet,small
367,367.0,resnet,small
368,368.0,resnet,large
369,369.0,mobilenet,medium
370,370.0,resnet,medium
371,371.0,resnet,medium
372,372.0,resnet,medium
373,373.0,resnet,medium
374,374.0,resnet,medium
375,375.0,mobilenet,small
376,376.0,mobilenet,medium
377,377.0,mobilenet,large
378,378.0,mobilenet,small
379,379.0,mobilenet,large
380,380.0,resnet,medium
381,381.0,resnet,small
382,382.0,mobilenet,medium
383,383.0,mobilenet,medium
384,384.0,mobilenet,medium
385,385.0,mobilenet,large
386,386.0,mobilenet,medium
387,387.0,mobilenet,small
388,388.0,resnet,large
389,389.0,mobilenet,large
390,390.0,resnet,small
391,391.0,mobilenet,large
392,392.0,resnet,medium
393,393.0,resnet,medium
394,394.0,resnet,small
395,395.0,mobilenet,medium
396,396.0,resnet,small
397,397.0,mobilenet,medium
398,398.0,resnet,small
399,399.0,mobilenet,small
400,400.0,mobilenet,large
401,401.0,resnet,small
402,402.0,mobilenet,small
403,403.0,resnet,large
404,404.0,mobilenet,large
405,405.0,resnet,medium
406,406.0,resnet,medium
407,407.0,resnet,medium
408,408.0,mobilenet,large
409,409.0,mobilenet,small
410,410.0,mobilenet,medium
411,411.0,mobilenet,small
412,412.0,mobilenet,small
413,413.0,mobilenet,small
414,414.0,mobilenet,medium
415,415.0,resnet,large
416,416.0,resnet,medium
417,417.0,mobilenet,small
418,418.0,resnet,large
419,419.0,resnet,large
420,420.0,resnet,small
421,421.0,mobilenet,medium
422,422.0,mobilenet,medium
423,423.0,mobilenet,large
424,424.0,mobilenet,large
425,425.0,mobilenet,medium
426,426.0,mobilenet,small
427,427.0,mobilenet,small
428,428.0,resnet,large
429,429.0,resnet,medium
430,430.0,mobilenet,medium
431,431.0,resnet,large
432,432.0,resnet,medium
433,433.0,resnet,medium
434,434.0,mobilenet,large
435,435.0,mobilenet,medium
436,436.0,resnet,large
437,437.0,resnet,small
438,438.0,mobilenet,small
439,439.0,mobilenet,large
440,440.0,resnet,large
441,441.0,mobilenet,small
442,442.0,resnet,large
443,443.0,resnet,medium
444,444.0,mobilenet,large
445,445.0,resnet,large
446,446.0,resnet,small
447,447.0,resnet,medium
448,448.0,resnet,medium
449,449.0,resnet,large
450,450.0,mobilenet,small
451,451.0,resnet,medium
452,452.0,resnet,medium
453,453.0,resnet,large
454,454.0,mobilenet,medium
455,455.0,mobilenet,medium
456,456.0,resnet,medium
457,457.0,mobilenet,medium
458,458.0,mobilenet,large
459,459.0,resnet,medium
460,460.0,mobilenet,small
461,461.0,resnet,large
462,462.0,resnet,large
463,463.0,resnet,small
464,464.0,mobilenet,medium
465,465.0,mobilenet,medium
466,466.0,resnet,large
467,467.0,resnet,small
468,468.0,mobilenet,large
469,469.0,mobilenet,large
470,470.0,mobilenet,medium
471,471.0,mobilenet,large
472,472.0,resnet,small
473,473.0,mobilenet,small
474,474.0,resnet,small
475,475.0,mobilenet,medium
476,476.0,resnet,large
477,477.0,resnet,medium
478,478.0,resnet,medium
479,479.0,mobilenet,medium
480,480.0,mobilenet,medium
481,481.0,mobilenet,large
482,482.0,mobilenet,small
483,483.0,resnet,medium
484,484.0,resnet,large
485,485.0,resnet,small
486,486.0,resnet,large
487,487.0,resnet,large
488,488.0,resnet,small
489,489.0,resnet,large
490,490.0,resnet,medium
491,491.0,resnet,large
492,492.0,resnet,medium
493,493.0,resnet,small
494,494.0,mobilenet,large
495,495.0,resnet,small
496,496.0,resnet,small
497,497.0,resnet,large
498,498.0,resnet,large
499,499.0,resnet,medium
500,500.0,mobilenet,medium
501,501.0,mobilenet,small
502,502.0,resnet,small
503,503.0,resnet,small
504,504.0,resnet,small
505,505.0,mobilenet,medium
506,506.0,mobilenet,small
507,507.0,resnet,medium
508,508.0,resnet,large
509,509.0,resnet,large
510,510.0,mobilenet,medium
511,511.0,resnet,medium
512,512.0,resnet,large
513,513.0,mobilenet,large
514,514.0,mobilenet,small
515,515.0,resnet,small
516,516.0,mobilenet,medium
517,517.0,mobilenet,large
518,518.0,mobilenet,medium
519,519.0,mobilenet,large
520,520.0,resnet,small
521,521.0,mobilenet,medium
522,522.0,mobilenet,medium
523,523.0,resnet,medium
524,524.0,resnet,small
525,525.0,mobilenet,large
526,526.0,resnet,large
527,527.0,mobilenet,small
528,528.0,mobilenet,small
529,529.0,resnet,large
530,530.0,mobilenet,medium
531,531.0,mobilenet,small
532,532.0,resnet,large
533,533.0,resnet,medium
534,534.0,resnet,large
535,535.0,mobilenet,medium
536,536.0,resnet,large
537,537.0,mobilenet,small
538,538.0,resnet,medium
539,539.0,resnet,large
540,540.0,resnet,large
541,541.0,resnet,medium
542,542.0,resnet,small
543,543.0,resnet,medium
544,544.0,mobilenet,small
545,545.0,resnet,large
546,546.0,resnet,large
547,547.0,resnet,large
548,548.0,resnet,small
549,549.0,resnet,medium
550,550.0,mobilenet,large
551,551.0,mobilenet,large
552,552.0,resnet,medium
553,553.0,mobilenet,large
554,554.0,resnet,small
555,555.0,mobilenet,large
556,556.0,resnet,large
557,557.0,mobilenet,large
558,558.0,mobilenet,large
559,559.0,mobilenet,medium
560,560.0,resnet,small
561,561.0,resnet,large
562,562.0,mobilenet,small
563,563.0,resnet,medium
564,564.0,resnet,small
565,565.0,mobilenet,small
566,566.0,resnet,large
567,567.0,resnet,small
568,568.0,resnet,medium
569,569.0,resnet,large
570,570.0,resnet,small
571,571.0,resnet,small
572,572.0,mobilenet,small
573,573.0,resnet,large
574,574.0,resnet,small
575,575.0,resnet,small
576,576.0,resnet,large
577,577.0,mobilenet,medium
578,578.0,resnet,large
579,579.0,resnet,large
580,580.0,resnet,large
581,581.0,resnet,small
582,582.0,mobilenet,medium
583,583.0,mobilenet,large
584,584.0,resnet,large
585,585.0,mobilenet,large
586,586.0,mobilenet,large
587,587.0,resnet,large
588,588.0,resnet,large
589,589.0,resnet,small
590,590.0,mobilenet,small
591,591.0,mobilenet,medium
592,592.0,resnet,small
593,593.0,mobilenet,small
594,594.0,mobilenet,medium
595,595.0,resnet,medium
596,596.0,resnet,large
597,597.0,mobilenet,medium
598,598.0,mobilenet,medium
599,599.0,resnet,medium
600,600.0,mobilenet,large
601,601.0,resnet,small
602,602.0,resnet,medium
603,603.0,mobilenet,medium
604,604.0,mobilenet,large
605,605.0,resnet,large
606,606.0,resnet,small
607,607.0,resnet,medium
608,608.0,mobilenet,small
609,609.0,resnet,small
610,610.0,mobilenet,large
611,611.0,mobilenet,small
612,612.0,resnet,small
613,613.0,mobilenet,large
614,614.0,mobilenet,small
615,615.0,mobilenet,large
616,616.0,mobilenet,small
617,617.0,resnet,small
618,618.0,mobilenet,medium
619,619.0,mobilenet,small
620,620.0,resnet,small
621,621.0,mobilenet,large
622,622.0,mobilenet,small
623,623.0,mobilenet,medium
624,624.0,mobilenet,large
625,625.0,resnet,small
626,626.0,mobilenet,medium
627,627.0,mobilenet,small
628,628.0,resnet,large
629,629.0,mobilenet,large
630,630.0,mobilenet,medium
631,631.0,resnet,medium
632,632.0,mobilenet,medium
633,633.0,mobilenet,large
634,634.0,mobilenet,large
635,635.0,resnet,medium
636,636.0,mobilenet,small
637,637.0,resnet,medium
638,638.0,resnet,large
639,639.0,mobilenet,medium
640,640.0,resnet,small
641,641.0,mobilenet,medium
642,642.0,mobilenet,small
643,643.0,mobilenet,medium
644,644.0,resnet,medium
645,645.0,resnet,medium
646,646.0,resnet,small
647,647.0,mobilenet,large
648,648.0,mobilenet,medium
649,649.0,resnet,small
650,650.0,resnet,medium
651,651.0,resnet,medium
652,652.0,resnet,large
653,653.0,mobilenet,medium
654,654.0,resnet,medium
655,655.0,resnet,medium
656,656.0,mobilenet,large
657,657.0,resnet,small
658,658.0,mobilenet,small
659,659.0,mobilenet,medium
660,660.0,mobilenet,large
661,661.0,resnet,small
662,662.0,mobilenet,large
663,663.0,resnet,large
664,664.0,mobilenet,medium
665,665.0,resnet,large
666,666.0,resnet,large
667,667.0,mobilenet,medium
668,668.0,resnet,medium
669,669.0,mobilenet,large
670,670.0,mobilenet,small
671,671.0,resnet,small
672,672.0,mobilenet,medium
673,673.0,resnet,small
674,674.0,resnet,large
675,675.0,mobilenet,medium
676,676.0,mobilenet,large
677,677.0,resnet,small
678,678.0,mobilenet,medium
679,679.0,resnet,medium
680,680.0,resnet,small
681,681.0,mobilenet,small
682,682.0,resnet,small
683,683.0,mobilenet,large
684,684.0,mobilenet,small
685,685.0,mobilenet,medium
686,686.0,resnet,medium
687,687.0,resnet,small
688,688.0,resnet,medium
689,689.0,resnet,large
690,690.0,mobilenet,small
691,691.0,mobilenet,small
692,692.0,mobilenet,large
693,693.0,mobilenet,medium
694,694.0,resnet,large
695,695.0,resnet,medium
696,696.0,resnet,medium
697,697.0,resnet,small
698,698.0,mobilenet,medium
699,699.0,resnet,small
700,700.0,resnet,large
701,701.0,resnet,large
702,702.0,resnet,small
703,703.0,mobilenet,medium
704,704.0,mobilenet,small
705,705.0,mobilenet,medium
706,706.0,mobilenet,small
707,707.0,resnet,medium
708,708.0,resnet,small
709,709.0,mobilenet,medium
710,710.0,resnet,small
711,711.0,mobilenet,medium
712,712.0,mobilenet,large
713,713.0,resnet,small
714,714.0,resnet,large
715,715.0,mobilenet,medium
716,716.0,mobilenet,medium
717,717.0,mobilenet,medium
718,718.0,resnet,large
719,719.0,resnet,large
720,720.0,resnet,medium
721,721.0,mobilenet,medium
722,722.0,mobilenet,medium
723,723.0,mobilenet,large
724,724.0,resnet,large
725,725.0,resnet,small
726,726.0,resnet,small
727,727.0,mobilenet,medium
728,728.0,resnet,large
729,729.0,mobilenet,medium
730,730.0,resnet,large
731,731.0,resnet,small
732,732.0,resnet,small
733,733.0,mobilenet,large
734,734.0,mobilenet,large
735,735.0,mobilenet,medium
736,736.0,resnet,large
737,737.0,mobilenet,small
738,738.0,mobilenet,small
739,739.0,resnet,small
740,740.0,mobilenet,large
741,741.0,mobilenet,large
742,742.0,mobilenet,small
743,743.0,resnet,medium
744,744.0,resnet,large
745,745.0,resnet,large
746,746.0,resnet,small
747,747.0,resnet,small
748,748.0,resnet,medium
749,749.0,resnet,medium
750,750.0,mobilenet,medium
751,751.0,mobilenet,medium
752,752.0,resnet,medium
753,753.0,mobilenet,small
754,754.0,resnet,medium
755,755.0,mobilenet,large
756,756.0,mobilenet,large
757,757.0,resnet,medium
758,758.0,mobilenet,medium
759,759.0,mobilenet,medium
760,760.0,resnet,large
761,761.0,mobilenet,small
762,762.0,resnet,small
763,763.0,resnet,large
764,764.0,mobilenet,large
765,765.0,mobilenet,small
766,766.0,mobilenet,large
767,767.0,resnet,medium
768,768.0,mobilenet,medium
769,769.0,resnet,medium
770,770.0,resnet,medium
771,771.0,resnet,large
772,772.0,mobilenet,large
773,773.0,resnet,small
774,774.0,resnet,small
775,775.0,resnet,medium
776,776.0,resnet,large
777,777.0,mobilenet,medium
778,778.0,mobilenet,large
779,779.0,mobilenet,medium
780,780.0,resnet,large
781,781.0,resnet,small
782,782.0,mobilenet,medium
783,783.0,resnet,large
784,784.0,resnet,small
785,785.0,mobilenet,large
786,786.0,resnet,large
787,787.0,resnet,small
788,788.0,resnet,medium
789,789.0,mobilenet,small
790,790.0,resnet,medium
791,791.0,mobilenet,small
792,792.0,mobilenet,small
793,793.0,mobilenet,medium
794,794.0,mobilenet,large
795,795.0,mobilenet,large
796,796.0,resnet,large
797,797.0,mobilenet,large
798,798.0,resnet,small
799,799.0,mobilenet,small
800,800.0,mobilenet,large
801,801.0,resnet,small
802,802.0,resnet,medium
803,803.0,mobilenet,medium
804,804.0,resnet,large
805,805.0,resnet,small
806,806.0,mobilenet,medium
807,807.0,resnet,small
808,808.0,resnet,large
809,809.0,resnet,medium
810,810.0,resnet,medium
811,811.0,resnet,small
812,812.0,mobilenet,large
813,813.0,mobilenet,medium
814,814.0,mobilenet,large
815,815.0,resnet,medium
816,816.0,mobilenet,large
817,817.0,mobilenet,medium
818,818.0,mobilenet,small
819,819.0,resnet,medium
820,820.0,mobilenet,medium
821,821.0,mobilenet,small
822,822.0,resnet,medium
823,823.0,mobilenet,medium
824,824.0,mobilenet,medium
825,825.0,resnet,small
826,826.0,resnet,small
827,827.0,resnet,small
828,828.0,mobilenet,medium
829,829.0,mobilenet,large
830,830.0,resnet,small
831,831.0,mobilenet,small
832,832.0,resnet,medium
833,833.0,mobilenet,large
834,834.0,resnet,medium
835,835.0,mobilenet,small
836,836.0,mobilenet,medium
837,837.0,mobilenet,small
838,838.0,resnet,small
839,839.0,resnet,small
840,840.0,resnet,small
841,841.0,mobilenet,small
842,842.0,resnet,large
843,843.0,resnet,small
844,844.0,mobilenet,medium
845,845.0,mobilenet,large
846,846.0,mobilenet,large
847,847.0,mobilenet,medium
848,848.0,resnet,small
849,849.0,resnet,small
850,850.0,resnet,small
851,851.0,mobilenet,large
852,852.0,resnet,small
853,853.0,mobilenet,medium
854,854.0,resnet,small
855,855.0,resnet,medium
856,856.0,resnet,large
857,857.0,mobilenet,medium
858,858.0,mobilenet,medium
859,859.0,mobilenet,large
860,860.0,mobilenet,large
861,861.0,resnet,small
862,862.0,mobilenet,medium
863,863.0,resnet,large
864,864.0,mobilenet,large
865,865.0,resnet,large
866,866.0,resnet,large
867,867.0,mobilenet,small
868,868.0,mobilenet,large
869,869.0,resnet,small
870,870.0,resnet,small
871,871.0,mobilenet,small
872,872.0,mobilenet,medium
873,873.0,resnet,large
874,874.0,resnet,large
875,875.0,resnet,medium
876,876.0,mobilenet,large
877,877.0,mobilenet,medium
878,878.0,resnet,small
879,879.0,resnet,medium
880,880.0,mobilenet,medium
881,881.0,resnet,medium
882,882.0,resnet,medium
883,883.0,resnet,small
884,884.0,resnet,large
885,885.0,resnet,medium
886,886.0,resnet,small
887,887.0,resnet,small
888,888.0,resnet,large
889,889.0,mobilenet,large
890,890.0,resnet,medium
891,891.0,mobilenet,small
892,892.0,resnet,large
893,893.0,resnet,medium
894,894.0,resnet,large
895,895.0,resnet,small
896,896.0,resnet,medium
897,897.0,resnet,small
898,898.0,resnet,large
899,899.0,resnet,medium
900,900.0,mobilenet,small
901,901.0,resnet,medium
902,902.0,mobilenet,small
903,903.0,mobilenet,large
904,904.0,resnet,small
905,905.0,mobilenet,small
906,906.0,mobilenet,large
907,907.0,resnet,medium
908,908.0,resnet,large
909,909.0,mobilenet,large
910,910.0,mobilenet,large
911,911.0,resnet,medium
912,912.0,resnet,medium
913,913.0,mobilenet,large
914,914.0,mobilenet,large
915,915.0,resnet,medium
916,916.0,resnet,large
917,917.0,resnet,small
918,918.0,mobilenet,small
919,919.0,mobilenet,medium
920,920.0,resnet,large
921,921.0,mobilenet,medium
922,922.0,resnet,large
923,923.0,resnet,small
924,924.0,resnet,large
925,925.0,resnet,small
926,926.0,mobilenet,small
927,927.0,mobilenet,medium
928,928.0,mobilenet,large
929,929.0,resnet,small
930,930.0,resnet,large
931,931.0,resnet,large
932,932.0,mobilenet,large
933,933.0,resnet,medium
934,934.0,mobilenet,large
935,935.0,mobilenet,medium
936,936.0,mobilenet,small
937,937.0,mobilenet,small
938,938.0,mobilenet,medium
939,939.0,mobilenet,medium
940,940.0,resnet,medium
941,941.0,mobilenet,large
942,942.0,mobilenet,small
943,943.0,resnet,medium
944,944.0,resnet,large
945,945.0,resnet,medium
946,946.0,mobilenet,small
947,947.0,resnet,large
948,948.0,mobilenet,medium
949,949.0,resnet,large
950,950.0,resnet,small
951,951.0,mobilenet,small
952,952.0,resnet,large
953,953.0,mobilenet,small
954,954.0,mobilenet,medium
955,955.0,mobilenet,small
956,956.0,resnet,large
957,957.0,mobilenet,medium
958,958.0,resnet,small
959,959.0,resnet,small
960,960.0,resnet,small
961,961.0,resnet,large
962,962.0,mobilenet,large
963,963.0,mobilenet,large
964,964.0,mobilenet,small
965,965.0,resnet,large
966,966.0,mobilenet,small
967,967.0,mobilenet,small
968,968.0,resnet,large
969,969.0,mobilenet,large
970,970.0,resnet,large
971,971.0,mobilenet,medium
972,972.0,resnet,large
973,973.0,resnet,medium
974,974.0,mobilenet,large
975,975.0,resnet,medium
976,976.0,resnet,small
977,977.0,mobilenet,small
978,978.0,resnet,medium
979,979.0,resnet,medium
980,980.0,mobilenet,medium
981,981.0,mobilenet,medium
982,982.0,resnet,large
983,983.0,resnet,medium
984,984.0,mobilenet,medium
985,985.0,mobilenet,medium
986,986.0,mobilenet,medium
987,987.0,mobilenet,medium
988,988.0,resnet,small
989,989.0,mobilenet,small
990,990.0,mobilenet,medium
991,991.0,resnet,large
992,992.0,resnet,small
993,993.0,mobilenet,medium
994,994.0,resnet,small
995,995.0,mobilenet,medium
996,996.0,resnet,medium
997,997.0,resnet,medium
998,998.0,mobilenet,small
999,999.0,resnet,large
1000,1000.0,resnet,small
1001,1001.0,mobilenet,large
1002,1002.0,resnet,small
1003,1003.0,mobilenet,medium
1004,1004.0,resnet,large
1005,1005.0,resnet,medium
1006,1006.0,mobilenet,small
1007,1007.0,resnet,small
1008,1008.0,resnet,large
1009,1009.0,resnet,medium
1010,1010.0,resnet,small
1011,1011.0,resnet,small
1012,1012.0,mobilenet,medium
1013,1013.0,resnet,small
1014,1014.0,resnet,large
1015,1015.0,resnet,large
1016,1016.0,resnet,large
1017,1017.0,mobilenet,small
1018,1018.0,mobilenet,medium
1019,1019.0,resnet,medium
1020,1020.0,resnet,small
1021,1021.0,mobilenet,large
1022,1022.0,resnet,large
1023,1023.0,mobilenet,small
1024,1024.0,mobilenet,small
1025,1025.0,resnet,medium
1026,1026.0,resnet,small
1027,1027.0,mobilenet,medium
1028,1028.0,resnet,small
1029,1029.0,resnet,large
1030,1030.0,resnet,large
1031,1031.0,resnet,large
1032,1032.0,resnet,large
1033,1033.0,resnet,medium
1034,1034.0,mobilenet,medium
1035,1035.0,resnet,large
1036,1036.0,mobilenet,medium
1037,1037.0,resnet,large
1038,1038.0,mobilenet,large
1039,1039.0,resnet,medium
1040,1040.0,mobilenet,large
1041,1041.0,mobilenet,large
1042,1042.0,resnet,small
1043,1043.0,resnet,small
